Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
5.3800        -299.7080    -301.8234       2.1154   334.0
5.3900        -299.7154    -301.9608       2.2454   354.5
5.4000        -299.7184    -301.3554       1.6370   258.5
5.4100        -299.6891    -301.1503       1.4612   230.7
5.4200        -299.6960    -301.7238       2.0278   320.2
5.4300        -299.7170    -301.4835       1.7665   278.9
5.4400        -299.7358    -301.8398       2.1040   332.2
5.4500        -299.7596    -302.0079       2.2483   355.0
5.4600        -299.8020    -302.2570       2.4550   387.6
5.4700        -299.8054    -302.0337       2.2283   351.8
5.4800        -299.8256    -302.0067       2.1812   344.4
5.4900        -299.8386    -301.9120       2.0734   327.4
5.5000        -299.8482    -301.6657       1.8175   287.0
5.5100        -299.8485    -301.8773       2.0289   320.3
5.5200        -299.8815    -302.0595       2.1780   343.9
5.5300        -299.9368    -301.9908       2.0540   324.3
5.5400        -299.9529    -302.1884       2.2355   353.0
5.5500        -299.9796    -302.1198       2.1401   337.9
5.5600        -300.0110    -302.1422       2.1312   336.5
5.5700        -300.0152    -301.9810       1.9658   310.4
5.5800        -300.0410    -302.3276       2.2865   361.0
5.5900        -300.0535    -301.9502       1.8967   299.5
5.6000        -300.0550    -302.0335       1.9784   312.4
5.6100        -300.0516    -301.9399       1.8884   298.1
5.6200        -300.0752    -302.0298       1.9546   308.6
5.6300        -300.0616    -301.8046       1.7430   275.2
5.6400        -300.0534    -302.2044       2.1510   339.6
5.6500        -300.0568    -301.8486       1.7918   282.9
5.6600        -300.0473    -302.1209       2.0736   327.4
5.6700        -300.0577    -301.8836       1.8260   288.3
5.6800        -300.0474    -301.8860       1.8386   290.3
5.6900        -300.0343    -302.0062       1.9719   311.3
5.7000        -300.0388    -302.0008       1.9621   309.8
5.7100        -300.0131    -301.8033       1.7902   282.6
5.7200        -300.0227    -301.8393       1.8166   286.8
5.7300        -300.0272    -302.0612       2.0340   321.1
5.7400        -300.0258    -301.8323       1.8065   285.2
5.7500        -300.0200    -301.8541       1.8341   289.6
5.7600        -300.0178    -301.8893       1.8715   295.5
5.7700        -300.0296    -301.9282       1.8986   299.8
5.7800        -300.0461    -302.1180       2.0719   327.1
5.7900        -300.0641    -302.0539       1.9899   314.2
5.8000        -300.0541    -301.8217       1.7676   279.1
5.8100        -300.0398    -301.6733       1.6335   257.9
5.8200        -300.0297    -301.9406       1.9110   301.7
5.8300        -300.0518    -301.8551       1.8033   284.7
5.8400        -300.0608    -301.8566       1.7958   283.5
5.8500        -300.0628    -302.0628       1.9999   315.8
5.8600        -300.0631    -302.0169       1.9538   308.5
5.8700        -300.0739    -301.9065       1.8326   289.3
5.8800        -300.0731    -302.0347       1.9617   309.7
5.8900        -300.0673    -301.9606       1.8932   298.9
5.9000        -300.1006    -302.1849       2.0842   329.1
5.9100        -300.1200    -302.0781       1.9581   309.2
5.9200        -300.1529    -302.3579       2.2050   348.1
5.9300        -300.1771    -302.1922       2.0151   318.2
5.9400        -300.1708    -301.9887       1.8179   287.0
5.9500        -300.1679    -302.0688       1.9009   300.1
5.9600        -300.1600    -301.8227       1.6627   262.5
5.9700        -300.1474    -302.0008       1.8534   292.6
5.9800        -300.1480    -301.8375       1.6895   266.8
5.9900        -300.1424    -302.1053       1.9629   309.9
6.0000        -300.1443    -302.2820       2.1377   337.5
6.0100        -300.1561    -302.3621       2.2060   348.3
6.0200        -300.1672    -302.3419       2.1748   343.4
6.0300        -300.1679    -302.2101       2.0422   322.4
6.0400        -300.1690    -302.3174       2.1484   339.2
6.0500        -300.1837    -302.2936       2.1099   333.1
6.0600        -300.2051    -302.1069       1.9018   300.3
6.0700        -300.2207    -302.1069       1.8862   297.8
6.0800        -300.2390    -302.1932       1.9542   308.5
6.0900        -300.2668    -302.2836       2.0168   318.4
6.1000        -300.2915    -302.2560       1.9645   310.2
6.1100        -300.3038    -302.1119       1.8081   285.5
6.1200        -300.2939    -302.0445       1.7506   276.4
6.1300        -300.2615    -301.8158       1.5543   245.4
6.1400        -300.2409    -301.8978       1.6569   261.6
6.1500        -300.2302    -302.0501       1.8199   287.3
6.1600        -300.2398    -301.9230       1.6832   265.8
6.1700        -300.2447    -302.2529       2.0082   317.1
6.1800        -300.2784    -302.2516       1.9732   311.5
6.1900        -300.2733    -302.0609       1.7876   282.2
6.2000        -300.2640    -302.0808       1.8168   286.8
6.2100        -300.2622    -301.9517       1.6895   266.7
6.2200        -300.2441    -302.2081       1.9640   310.1
6.2300        -300.2723    -302.4120       2.1397   337.8
6.2400        -300.2852    -302.5143       2.2291   351.9
6.2500        -300.2878    -302.2420       1.9542   308.5
6.2600        -300.2949    -302.3492       2.0543   324.3
6.2700        -300.3029    -302.2413       1.9383   306.0
6.2800        -300.3029    -302.3078       2.0049   316.5
6.2900        -300.3066    -302.2923       1.9857   313.5
6.3000        -300.3277    -302.2328       1.9050   300.8
6.3100        -300.3288    -302.2975       1.9687   310.8
6.3200        -300.3180    -302.3805       2.0625   325.6
6.3300        -300.3285    -302.2729       1.9444   307.0
6.3400        -300.2938    -301.8352       1.5414   243.4
6.3500        -300.2840    -302.1867       1.9028   300.4
6.3600        -300.3058    -302.2332       1.9273   304.3
6.3700        -300.3300    -302.3462       2.0162   318.3
6.3800        -300.3296    -302.0732       1.7436   275.3
6.3900        -300.3092    -301.9227       1.6136   254.8
6.4000        -300.3018    -302.2710       1.9692   310.9
6.4100        -300.3053    -302.2102       1.9048   300.7
6.4200        -300.3031    -302.0834       1.7804   281.1
6.4300        -300.3062    -302.2450       1.9387   306.1
6.4400        -300.2907    -302.1416       1.8509   292.2
6.4500        -300.2873    -302.2740       1.9866   313.7
6.4600        -300.2861    -302.1108       1.8248   288.1
6.4700        -300.3227    -302.4134       2.0906   330.1
6.4800        -300.3421    -302.2633       1.9212   303.3
6.4900        -300.3458    -302.4709       2.1251   335.5
6.5000        -300.3685    -302.4016       2.0331   321.0
6.5100        -300.3526    -302.2371       1.8844   297.5
6.5200        -300.3527    -302.1872       1.8345   289.6
6.5300        -300.3645    -302.2326       1.8681   294.9
6.5400        -300.3822    -302.6655       2.2833   360.5
6.5500        -300.3869    -302.4243       2.0374   321.7
6.5600        -300.4055    -302.4901       2.0846   329.1
6.5700        -300.4086    -302.1817       1.7731   279.9
6.5800        -300.3904    -302.1897       1.7993   284.1
6.5900        -300.3687    -302.2291       1.8604   293.7
6.6000        -300.3426    -301.9895       1.6468   260.0
6.6100        -300.3251    -302.2599       1.9348   305.5
6.6200        -300.3111    -301.8658       1.5546   245.5
6.6300        -300.2776    -301.9704       1.6928   267.3
6.6400        -300.2729    -302.0739       1.8009   284.3
6.6500        -300.2616    -302.0479       1.7863   282.0
6.6600        -300.2766    -302.3038       2.0272   320.1
6.6700        -300.2979    -302.4786       2.1807   344.3
6.6800        -300.3175    -302.4427       2.1252   335.5
6.6900        -300.3162    -302.4193       2.1030   332.0
6.7000        -300.3378    -302.4280       2.0903   330.0
6.7100        -300.3667    -302.8175       2.4508   386.9
6.7200        -300.4029    -302.2975       1.8946   299.1
6.7300        -300.3978    -302.3566       1.9588   309.3
6.7400        -300.4130    -302.3039       1.8909   298.5
6.7500        -300.4105    -302.2795       1.8690   295.1
6.7600        -300.4042    -302.2920       1.8878   298.1
6.7700        -300.3945    -302.4973       2.1028   332.0
6.7800        -300.3915    -302.2296       1.8381   290.2
6.7900        -300.3736    -302.3375       1.9639   310.1
6.8000        -300.3716    -302.4025       2.0308   320.6
6.8100        -300.3731    -302.5588       2.1856   345.1
6.8200        -300.3844    -302.2803       1.8959   299.3
6.8300        -300.3871    -302.5446       2.1575   340.6
6.8400        -300.4009    -302.3987       1.9978   315.4
6.8500        -300.4155    -302.4730       2.0575   324.8
6.8600        -300.4255    -302.4059       1.9804   312.7
6.8700        -300.4372    -302.4797       2.0425   322.5
6.8800        -300.4424    -302.4824       2.0400   322.1
6.8900        -300.4404    -302.3363       1.8959   299.3
6.9000        -300.4260    -302.0581       1.6321   257.7
6.9100        -300.3904    -301.9013       1.5109   238.5
6.9200        -300.3592    -302.0067       1.6476   260.1
6.9300        -300.3371    -302.0031       1.6661   263.0
6.9400        -300.3119    -301.9304       1.6185   255.5
6.9500        -300.3202    -302.2844       1.9642   310.1
6.9600        -300.3292    -301.9862       1.6570   261.6
6.9700        -300.3035    -301.9103       1.6067   253.7
6.9800        -300.2974    -301.9113       1.6139   254.8
6.9900        -300.2883    -302.1972       1.9089   301.4
7.0000        -300.2977    -302.2084       1.9107   301.7
7.0100        -300.3109    -302.3411       2.0302   320.5
7.0200        -300.3227    -302.4645       2.1417   338.1
7.0300        -300.3435    -302.2218       1.8783   296.6
7.0400        -300.3403    -302.3669       2.0266   320.0
7.0500        -300.3462    -302.4081       2.0618   325.5
7.0600        -300.3371    -302.0609       1.7238   272.2
7.0700        -300.3245    -302.1677       1.8432   291.0
7.0800        -300.3330    -302.2681       1.9351   305.5
7.0900        -300.3347    -302.3747       2.0400   322.1
7.1000        -300.3278    -302.0691       1.7413   274.9
7.1100        -300.3250    -302.2188       1.8938   299.0
7.1200        -300.3265    -302.3680       2.0415   322.3
7.1300        -300.3454    -302.5213       2.1759   343.5
7.1400        -300.3701    -302.3816       2.0114   317.6
7.1500        -300.3894    -302.5043       2.1150   333.9
7.1600        -300.3932    -302.2096       1.8164   286.8
7.1700        -300.4013    -302.4662       2.0649   326.0
7.1800        -300.4102    -302.2708       1.8606   293.8
7.1900        -300.3977    -302.0756       1.6779   264.9
7.2000        -300.3753    -302.2111       1.8358   289.8
7.2100        -300.3859    -302.4768       2.0909   330.1
7.2200        -300.3690    -302.2512       1.8822   297.2
7.2300        -300.3638    -302.4582       2.0944   330.7
7.2400        -300.3651    -302.1031       1.7380   274.4
7.2500        -300.3505    -302.3275       1.9769   312.1
7.2600        -300.3714    -302.5259       2.1546   340.2
7.2700        -300.3773    -302.2167       1.8394   290.4
7.2800        -300.3751    -302.3542       1.9791   312.5
7.2900        -300.3826    -302.1745       1.7919   282.9
7.3000        -300.3891    -302.3570       1.9679   310.7
7.3100        -300.3857    -302.1536       1.7679   279.1
7.3200        -300.3778    -302.1862       1.8084   285.5
7.3300        -300.3526    -302.0220       1.6694   263.6
7.3400        -300.3450    -302.1798       1.8348   289.7
7.3500        -300.3560    -302.5215       2.1655   341.9
7.3600        -300.3639    -302.2433       1.8794   296.7
7.3700        -300.3727    -302.4590       2.0863   329.4
7.3800        -300.3826    -302.2110       1.8284   288.7
7.3900        -300.3782    -302.3861       2.0079   317.0
7.4000        -300.3887    -302.3302       1.9415   306.5
7.4100        -300.4091    -302.4767       2.0676   326.4
7.4200        -300.4072    -302.4046       1.9974   315.4
7.4300        -300.4084    -302.3081       1.8997   299.9
7.4400        -300.4023    -302.4563       2.0540   324.3
7.4500        -300.4226    -302.4462       2.0236   319.5
7.4600        -300.4097    -302.2526       1.8429   291.0
7.4700        -300.3899    -302.0207       1.6308   257.5
7.4800        -300.3809    -302.3291       1.9482   307.6
7.4900        -300.3709    -302.0792       1.7083   269.7
7.5000        -300.3586    -302.1521       1.7935   283.2
7.5100        -300.3564    -302.3374       1.9810   312.8
7.5200        -300.3724    -302.3680       1.9956   315.1
7.5300        -300.3737    -302.1988       1.8250   288.1
7.5400        -300.3960    -302.4645       2.0685   326.6
7.5500        -300.3897    -302.2106       1.8209   287.5
7.5600        -300.3839    -302.4737       2.0898   329.9
7.5700        -300.4003    -302.3279       1.9276   304.3
7.5800        -300.3877    -302.0602       1.6725   264.1
7.5900        -300.3822    -301.9795       1.5973   252.2
7.6000        -300.3438    -301.6879       1.3440   212.2
7.6100        -300.3228    -301.9711       1.6483   260.2
7.6200        -300.2924    -301.7673       1.4749   232.9
7.6300        -300.2765    -302.1800       1.9034   300.5
7.6400        -300.2894    -302.3665       2.0771   327.9
7.6500        -300.3095    -302.1601       1.8506   292.2
7.6600        -300.2986    -301.9305       1.6319   257.7
7.6700        -300.2929    -302.1838       1.8909   298.5
7.6800        -300.2953    -302.1769       1.8816   297.1
7.6900        -300.2953    -302.3842       2.0889   329.8
7.7000        -300.3065    -302.4446       2.1381   337.6
7.7100        -300.3353    -302.6020       2.2666   357.9
7.7200        -300.3678    -302.5221       2.1544   340.1
7.7300        -300.3804    -302.2495       1.8690   295.1
7.7400        -300.3590    -302.2279       1.8690   295.1
7.7500        -300.3546    -302.3754       2.0208   319.0
7.7600        -300.3735    -302.5529       2.1793   344.1
7.7700        -300.3752    -302.1917       1.8166   286.8
7.7800        -300.3856    -302.3516       1.9660   310.4
7.7900        -300.3992    -302.4196       2.0203   319.0
7.8000        -300.4078    -302.1215       1.7137   270.6
7.8100        -300.3905    -302.2286       1.8381   290.2
7.8200        -300.3892    -302.3075       1.9183   302.9
7.8300        -300.3977    -302.4560       2.0583   325.0
7.8400        -300.4005    -302.1296       1.7291   273.0
7.8500        -300.3632    -301.9585       1.5953   251.9
7.8600        -300.3398    -302.1175       1.7776   280.7
7.8700        -300.3346    -302.2007       1.8661   294.6
7.8800        -300.3149    -302.0231       1.7082   269.7
7.8900        -300.2894    -302.0212       1.7318   273.4
7.9000        -300.2810    -302.1536       1.8726   295.7
7.9100        -300.2700    -301.9854       1.7154   270.8
7.9200        -300.2532    -301.9727       1.7195   271.5
7.9300        -300.2346    -302.1223       1.8876   298.0
7.9400        -300.2386    -302.0513       1.8126   286.2
7.9500        -300.2478    -302.4162       2.1685   342.4
7.9600        -300.2632    -302.1377       1.8745   296.0
7.9700        -300.2574    -301.9361       1.6787   265.0
7.9800        -300.2676    -302.1249       1.8574   293.3
7.9900        -300.2660    -302.0879       1.8219   287.7
8.0000        -300.2394    -302.0197       1.7803   281.1
8.0100        -300.2289    -302.0434       1.8145   286.5
8.0200        -300.2413    -302.1740       1.9327   305.1
8.0300        -300.2510    -301.9933       1.7423   275.1
8.0400        -300.2436    -302.1746       1.9310   304.9
8.0500        -300.2368    -302.0774       1.8406   290.6
8.0600        -300.2243    -301.9438       1.7195   271.5
8.0700        -300.2064    -302.1168       1.9104   301.6
8.0800        -300.2094    -302.2582       2.0488   323.5
8.0900        -300.2192    -302.2727       2.0535   324.2
8.1000        -300.2142    -301.9383       1.7240   272.2
8.1100        -300.2060    -302.0320       1.8261   288.3
8.1200        -300.2032    -301.9466       1.7434   275.3
8.1300        -300.1896    -301.9964       1.8068   285.3
8.1400        -300.1838    -302.3619       2.1781   343.9
8.1500        -300.1907    -302.1743       1.9836   313.2
8.1600        -300.2122    -302.1303       1.9182   302.8
8.1700        -300.2056    -302.0099       1.8043   284.9
8.1800        -300.1982    -302.0739       1.8757   296.1
8.1900        -300.2082    -302.0060       1.7978   283.8
8.2000        -300.2061    -302.0709       1.8649   294.4
8.2100        -300.2126    -302.2085       1.9958   315.1
8.2200        -300.2263    -302.1750       1.9488   307.7
8.2300        -300.2434    -302.4236       2.1803   344.2
8.2400        -300.2589    -302.2882       2.0294   320.4
8.2500        -300.2493    -302.3001       2.0508   323.8
8.2600        -300.2302    -302.0956       1.8654   294.5
8.2700        -300.2178    -302.2107       1.9928   314.6
8.2800        -300.2299    -302.1107       1.8808   297.0
8.2900        -300.2136    -302.0493       1.8357   289.8
8.3000        -300.2054    -301.9839       1.7785   280.8
8.3100        -300.2016    -302.0057       1.8041   284.8
8.3200        -300.1957    -302.1304       1.9347   305.5
8.3300        -300.2042    -302.0024       1.7983   283.9
8.3400        -300.1976    -301.9227       1.7251   272.4
8.3500        -300.1855    -301.7649       1.5794   249.4
8.3600        -300.1843    -302.0763       1.8920   298.7
8.3700        -300.1841    -302.0333       1.8492   292.0
8.3800        -300.1831    -302.1320       1.9489   307.7
8.3900        -300.1907    -302.2246       2.0339   321.1
8.4000        -300.1769    -302.1152       1.9383   306.0
8.4100        -300.1718    -301.9888       1.8171   286.9
8.4200        -300.1690    -302.0988       1.9298   304.7
8.4300        -300.1557    -301.8703       1.7146   270.7
8.4400        -300.1224    -301.7200       1.5976   252.2
8.4500        -300.0993    -302.0264       1.9271   304.3
8.4600        -300.1012    -301.9955       1.8943   299.1
8.4700        -300.0979    -302.1128       2.0149   318.1
8.4800        -300.0920    -301.8439       1.7520   276.6
8.4900        -300.0914    -301.9334       1.8421   290.8
8.5000        -300.1028    -301.8574       1.7546   277.0
8.5100        -300.0958    -301.9569       1.8611   293.8
8.5200        -300.1187    -302.1525       2.0338   321.1
8.5300        -300.1381    -302.3847       2.2466   354.7
8.5400        -300.1630    -302.1936       2.0307   320.6
8.5500        -300.1624    -302.3108       2.1484   339.2
8.5600        -300.1680    -302.0933       1.9253   304.0
8.5700        -300.1824    -302.3784       2.1960   346.7
8.5800        -300.1849    -302.1262       1.9413   306.5
8.5900        -300.1881    -302.3494       2.1614   341.2
8.6000        -300.2131    -302.2940       2.0809   328.5
8.6100        -300.2172    -302.3897       2.1725   343.0
8.6200        -300.2276    -301.9786       1.7511   276.5
8.6300        -300.2156    -302.0546       1.8390   290.4
8.6400        -300.2102    -302.0926       1.8824   297.2
8.6500        -300.1917    -301.8148       1.6231   256.3
8.6600        -300.1884    -302.0726       1.8842   297.5
8.6700        -300.1949    -302.1875       1.9926   314.6
8.6800        -300.1774    -301.9211       1.7437   275.3
8.6900        -300.1633    -302.0462       1.8830   297.3
8.7000        -300.1432    -301.8469       1.7038   269.0
8.7100        -300.1301    -301.7657       1.6356   258.2
8.7200        -300.1116    -301.9868       1.8752   296.1
8.7300        -300.1112    -301.8516       1.7404   274.8
8.7400        -300.0903    -301.9313       1.8410   290.7
8.7500        -300.0881    -301.8257       1.7376   274.3
8.7600        -300.0801    -302.2392       2.1591   340.9
8.7700        -300.1018    -302.1212       2.0194   318.8
8.7800        -300.0866    -301.8679       1.7814   281.2
8.7900        -300.1041    -302.2122       2.1081   332.8
8.8000        -300.0873    -301.7858       1.6985   268.2
8.8100        -300.0867    -302.0959       2.0092   317.2
8.8200        -300.0879    -301.9667       1.8788   296.6
8.8300        -300.0912    -302.1031       2.0120   317.7
8.8400        -300.1025    -302.0017       1.8993   299.9
8.8500        -300.1020    -302.1060       2.0040   316.4
8.8600        -300.1183    -302.1574       2.0391   321.9
8.8700        -300.1350    -302.1902       2.0552   324.5
8.8800        -300.1349    -301.8483       1.7134   270.5
8.8900        -300.1318    -302.0733       1.9415   306.5
8.9000        -300.1193    -302.0792       1.9599   309.4
8.9100        -300.1080    -301.7712       1.6633   262.6
8.9200        -300.0993    -302.0267       1.9274   304.3
8.9300        -300.1012    -301.9177       1.8165   286.8
8.9400        -300.1047    -301.8676       1.7630   278.3
8.9500        -300.1143    -302.0833       1.9690   310.9
8.9600        -300.1290    -302.4793       2.3503   371.1
8.9700        -300.1706    -302.3028       2.1322   336.6
8.9800        -300.1970    -302.4893       2.2924   361.9
8.9900        -300.2271    -302.3352       2.1081   332.8
9.0000        -300.2597    -302.4181       2.1584   340.8
9.0100        -300.2740    -302.2254       1.9514   308.1
9.0200        -300.2811    -302.2913       2.0102   317.4
9.0300        -300.2657    -301.8872       1.6215   256.0
9.0400        -300.2476    -302.1632       1.9156   302.4
9.0500        -300.2446    -302.2220       1.9774   312.2
9.0600        -300.2538    -302.2426       1.9888   314.0
9.0700        -300.2440    -302.1260       1.8820   297.1
9.0800        -300.2301    -302.1871       1.9570   309.0
9.0900        -300.2143    -301.9848       1.7705   279.5
9.1000        -300.2088    -302.2349       2.0261   319.9
9.1100        -300.2132    -302.1013       1.8881   298.1
9.1200        -300.2224    -302.1945       1.9721   311.4
9.1300        -300.2501    -302.3841       2.1340   336.9
9.1400        -300.2849    -302.6985       2.4135   381.1
9.1500        -300.2954    -302.0477       1.7523   276.7
9.1600        -300.3017    -302.4583       2.1566   340.5
9.1700        -300.3102    -302.0974       1.7872   282.2
9.1800        -300.3100    -302.1560       1.8460   291.5
9.1900        -300.3289    -302.3108       1.9818   312.9
9.2000        -300.3298    -302.1591       1.8293   288.8
9.2100        -300.3113    -301.9840       1.6727   264.1
9.2200        -300.3002    -302.4328       2.1326   336.7
9.2300        -300.3216    -302.0643       1.7427   275.2
9.2400        -300.3278    -302.4289       2.1011   331.7
9.2500        -300.3425    -302.4658       2.1233   335.2
9.2600        -300.3575    -302.6073       2.2498   355.2
9.2700        -300.3799    -302.3985       2.0186   318.7
9.2800        -300.3751    -302.2721       1.8970   299.5
9.2900        -300.3724    -302.2790       1.9066   301.0
9.3000        -300.3652    -301.9710       1.6058   253.5
9.3100        -300.3523    -302.2842       1.9319   305.0
9.3200        -300.3428    -301.9920       1.6493   260.4
9.3300        -300.3475    -302.4289       2.0813   328.6
9.3400        -300.3307    -301.9400       1.6093   254.1
9.3500        -300.3197    -302.4093       2.0896   329.9
9.3600        -300.3050    -301.9661       1.6611   262.3
9.3700        -300.2907    -302.1642       1.8735   295.8
9.3800        -300.2887    -302.0863       1.7976   283.8
9.3900        -300.2943    -302.3347       2.0404   322.2
9.4000        -300.2954    -302.3737       2.0783   328.1
9.4100        -300.3109    -302.2815       1.9707   311.1
9.4200        -300.3178    -302.2554       1.9377   305.9
9.4300        -300.3188    -302.2175       1.8987   299.8
9.4400        -300.3240    -302.3879       2.0639   325.9
9.4500        -300.3182    -302.1845       1.8663   294.7
9.4600        -300.3222    -302.2521       1.9299   304.7
9.4700        -300.3175    -302.0514       1.7339   273.8
9.4800        -300.3007    -301.9940       1.6932   267.3
9.4900        -300.2914    -302.1139       1.8226   287.8
9.5000        -300.3085    -302.3821       2.0736   327.4
9.5100        -300.3152    -302.2644       1.9492   307.7
9.5200        -300.3325    -302.5166       2.1841   344.8
9.5300        -300.3474    -302.2700       1.9225   303.5
9.5400        -300.3499    -302.3065       1.9565   308.9
9.5500        -300.3673    -302.5642       2.1969   346.9
9.5600        -300.4040    -302.7514       2.3474   370.6
9.5700        -300.4414    -302.6409       2.1996   347.3
9.5800        -300.4457    -302.4069       1.9611   309.6
9.5900        -300.4453    -302.3056       1.8602   293.7
9.6000        -300.4460    -302.4470       2.0010   315.9
9.6100        -300.4478    -302.3413       1.8935   299.0
9.6200        -300.4318    -302.2691       1.8373   290.1
9.6300        -300.4241    -302.0245       1.6003   252.7
9.6400        -300.4093    -302.4124       2.0031   316.3
9.6500        -300.4014    -302.3671       1.9657   310.4
9.6600        -300.4165    -302.4986       2.0821   328.7
9.6700        -300.4097    -302.1346       1.7248   272.3
9.6800        -300.4008    -302.1998       1.7990   284.0
9.6900        -300.3875    -302.1155       1.7280   272.8
9.7000        -300.3970    -302.4048       2.0078   317.0
9.7100        -300.3953    -302.3235       1.9282   304.4
9.7200        -300.4083    -302.2320       1.8237   287.9
9.7300        -300.4139    -302.4120       1.9981   315.5
9.7400        -300.4190    -302.3051       1.8861   297.8
9.7500        -300.4328    -302.3672       1.9344   305.4
9.7600        -300.4336    -302.3582       1.9247   303.9
9.7700        -300.4487    -302.3353       1.8866   297.9
9.7800        -300.4329    -302.4200       1.9871   313.7
9.7900        -300.4225    -302.1802       1.7577   277.5
9.8000        -300.4097    -302.1895       1.7798   281.0
9.8100        -300.3969    -302.1402       1.7433   275.2
9.8200        -300.3871    -302.2802       1.8930   298.9
9.8300        -300.3883    -302.3173       1.9290   304.6
9.8400        -300.3825    -302.2484       1.8660   294.6
9.8500        -300.3636    -302.0410       1.6775   264.8
9.8600        -300.3411    -302.2634       1.9223   303.5
9.8700        -300.3309    -302.0406       1.7097   269.9
9.8800        -300.3131    -302.1171       1.8039   284.8
9.8900        -300.3040    -302.0993       1.7953   283.5
9.9000        -300.3013    -302.0930       1.7917   282.9
9.9100        -300.2823    -302.1750       1.8927   298.8
9.9200        -300.2867    -302.2204       1.9337   305.3
9.9300        -300.2801    -301.9796       1.6995   268.3
9.9400        -300.2561    -302.2520       1.9959   315.1
9.9500        -300.2666    -302.1356       1.8690   295.1
9.9600        -300.2479    -301.9144       1.6664   263.1
9.9700        -300.2310    -302.2021       1.9711   311.2
9.9800        -300.2307    -302.0866       1.8559   293.0
9.9900        -300.2357    -302.5650       2.3293   367.8
10.0000       -300.2539    -302.0255       1.7716   279.7
