Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.7700        -272.5727    -274.3775       1.8047   332.4
1.7800        -272.5753    -274.0811       1.5058   277.4
1.7900        -272.5529    -274.0609       1.5081   277.8
1.8000        -272.5560    -274.4188       1.8628   343.1
1.8100        -272.5909    -274.5117       1.9209   353.8
1.8200        -272.6064    -274.2757       1.6693   307.5
1.8300        -272.5861    -273.9553       1.3693   252.2
1.8400        -272.5645    -274.0443       1.4798   272.6
1.8500        -272.5584    -274.1588       1.6004   294.8
1.8600        -272.5509    -274.1161       1.5652   288.3
1.8700        -272.5345    -274.2245       1.6901   311.3
1.8800        -272.5493    -274.1872       1.6379   301.7
1.8900        -272.5517    -274.1186       1.5669   288.6
1.9000        -272.5516    -274.2896       1.7381   320.1
1.9100        -272.5676    -274.3619       1.7943   330.5
1.9200        -272.5714    -274.1058       1.5344   282.6
1.9300        -272.5794    -274.2595       1.6802   309.5
1.9400        -272.5802    -274.2551       1.6748   308.5
1.9500        -272.5888    -274.4462       1.8573   342.1
1.9600        -272.5948    -274.1358       1.5410   283.8
1.9700        -272.5870    -274.2142       1.6272   299.7
1.9800        -272.6113    -274.3781       1.7667   325.4
1.9900        -272.6176    -274.1614       1.5438   284.4
2.0000        -272.6029    -274.1390       1.5361   283.0
2.0100        -272.5831    -274.0028       1.4197   261.5
2.0200        -272.5658    -274.0211       1.4553   268.1
2.0300        -272.5532    -274.0117       1.4585   268.6
2.0400        -272.5468    -274.2481       1.7013   313.4
2.0500        -272.5520    -274.3376       1.7856   328.9
2.0600        -272.5572    -274.3354       1.7782   327.5
2.0700        -272.5603    -274.2656       1.7054   314.1
2.0800        -272.5547    -274.1609       1.6062   295.9
2.0900        -272.5609    -274.1858       1.6249   299.3
2.1000        -272.5486    -274.0981       1.5495   285.4
2.1100        -272.5409    -274.0602       1.5194   279.9
2.1200        -272.5292    -274.0319       1.5027   276.8
2.1300        -272.5319    -274.2627       1.7308   318.8
2.1400        -272.5278    -274.0903       1.5626   287.8
2.1500        -272.5158    -274.1888       1.6729   308.2
2.1600        -272.5294    -274.2762       1.7469   321.8
2.1700        -272.5370    -274.3279       1.7909   329.9
2.1800        -272.5576    -274.4314       1.8738   345.2
2.1900        -272.5680    -274.1733       1.6052   295.7
2.2000        -272.5658    -274.0453       1.4794   272.5
2.2100        -272.5558    -274.1520       1.5962   294.0
2.2200        -272.5717    -274.3465       1.7748   326.9
2.2300        -272.5690    -274.1880       1.6190   298.2
2.2400        -272.5679    -274.2297       1.6618   306.1
2.2500        -272.5482    -273.9309       1.3827   254.7
2.2600        -272.5256    -274.1184       1.5928   293.4
2.2700        -272.5203    -274.1138       1.5934   293.5
2.2800        -272.5173    -274.2094       1.6920   311.7
2.2900        -272.5205    -274.0716       1.5511   285.7
2.3000        -272.5273    -274.1914       1.6641   306.5
2.3100        -272.5416    -274.2522       1.7106   315.1
2.3200        -272.5469    -274.1019       1.5550   286.4
2.3300        -272.5350    -273.9437       1.4086   259.5
2.3400        -272.5263    -274.2255       1.6992   313.0
2.3500        -272.5412    -274.2411       1.6999   313.1
2.3600        -272.5269    -274.0524       1.5255   281.0
2.3700        -272.5365    -274.5143       1.9778   364.3
2.3800        -272.5623    -274.3813       1.8190   335.1
2.3900        -272.5817    -274.4194       1.8377   338.5
2.4000        -272.5912    -274.1300       1.5388   283.4
2.4100        -272.5861    -274.2808       1.6947   312.2
2.4200        -272.5850    -274.2473       1.6624   306.2
2.4300        -272.5934    -274.2133       1.6199   298.4
2.4400        -272.5878    -274.1271       1.5393   283.5
2.4500        -272.5838    -274.2950       1.7112   315.2
2.4600        -272.5906    -274.2120       1.6214   298.7
2.4700        -272.5720    -274.1718       1.5998   294.7
2.4800        -272.5652    -274.0600       1.4948   275.3
2.4900        -272.5552    -274.0717       1.5166   279.4
2.5000        -272.5674    -274.4005       1.8331   337.7
2.5100        -272.5721    -274.1250       1.5528   286.0
2.5200        -272.5672    -274.1187       1.5515   285.8
2.5300        -272.5665    -274.1653       1.5989   294.5
2.5400        -272.5629    -274.0633       1.5004   276.4
2.5500        -272.5430    -274.0017       1.4587   268.7
2.5600        -272.5268    -273.9718       1.4451   266.2
2.5700        -272.5166    -274.0515       1.5349   282.7
2.5800        -272.5177    -274.2912       1.7736   326.7
2.5900        -272.5353    -274.3247       1.7894   329.6
2.6000        -272.5632    -274.4174       1.8542   341.5
2.6100        -272.5649    -274.1679       1.6030   295.3
2.6200        -272.5520    -274.0614       1.5094   278.0
2.6300        -272.5450    -274.2166       1.6717   307.9
2.6400        -272.5611    -274.3873       1.8262   336.4
2.6500        -272.5815    -274.3223       1.7408   320.7
2.6600        -272.5791    -274.3054       1.7262   318.0
2.6700        -272.5822    -274.3540       1.7718   326.4
2.6800        -272.6007    -274.3867       1.7860   329.0
2.6900        -272.6240    -274.3799       1.7559   323.4
2.7000        -272.6217    -274.0435       1.4218   261.9
2.7100        -272.6032    -274.1208       1.5175   279.5
2.7200        -272.5893    -274.1362       1.5469   284.9
2.7300        -272.5889    -274.2936       1.7047   314.0
2.7400        -272.5845    -274.0366       1.4521   267.5
2.7500        -272.5809    -274.2211       1.6402   302.1
2.7600        -272.5903    -274.2904       1.7001   313.2
2.7700        -272.5961    -274.4534       1.8573   342.1
2.7800        -272.6211    -274.4574       1.8362   338.2
2.7900        -272.6196    -274.2412       1.6216   298.7
2.8000        -272.6141    -274.0079       1.3938   256.7
2.8100        -272.5957    -274.2256       1.6299   300.2
2.8200        -272.6130    -274.4491       1.8361   338.2
2.8300        -272.6262    -274.3653       1.7391   320.3
2.8400        -272.6117    -273.9935       1.3818   254.5
2.8500        -272.5859    -274.0131       1.4272   262.9
2.8600        -272.5768    -274.2377       1.6609   305.9
2.8700        -272.5864    -274.3899       1.8035   332.2
2.8800        -272.5920    -274.2396       1.6476   303.5
2.8900        -272.5782    -274.1204       1.5422   284.1
2.9000        -272.5743    -274.1774       1.6031   295.3
2.9100        -272.5891    -274.3175       1.7284   318.4
2.9200        -272.6000    -274.1987       1.5987   294.5
2.9300        -272.5860    -274.1100       1.5240   280.7
2.9400        -272.5725    -274.0966       1.5240   280.7
2.9500        -272.5798    -274.3001       1.7203   316.9
2.9600        -272.5932    -274.3142       1.7209   317.0
2.9700        -272.5980    -274.4022       1.8042   332.3
2.9800        -272.6074    -274.3214       1.7140   315.7
2.9900        -272.5993    -273.9857       1.3863   255.4
3.0000        -272.5796    -274.0978       1.5182   279.6
3.0100        -272.5735    -274.2557       1.6822   309.9
3.0200        -272.5834    -274.3147       1.7313   318.9
3.0300        -272.5936    -274.2058       1.6122   297.0
3.0400        -272.5793    -274.0714       1.4921   274.8
3.0500        -272.5623    -274.0350       1.4726   271.3
3.0600        -272.5531    -274.1143       1.5613   287.6
3.0700        -272.5599    -274.1154       1.5555   286.5
3.0800        -272.5575    -274.2660       1.7085   314.7
3.0900        -272.5620    -274.1096       1.5476   285.1
3.1000        -272.5467    -274.1280       1.5813   291.3
3.1100        -272.5362    -274.0078       1.4716   271.1
3.1200        -272.5337    -274.2833       1.7497   322.3
3.1300        -272.5430    -274.2288       1.6858   310.5
3.1400        -272.5490    -274.2356       1.6866   310.7
3.1500        -272.5375    -274.0388       1.5013   276.5
3.1600        -272.5442    -274.3626       1.8185   335.0
3.1700        -272.5693    -274.4469       1.8777   345.9
3.1800        -272.5787    -274.1259       1.5472   285.0
3.1900        -272.5425    -273.8365       1.2941   238.4
3.2000        -272.5260    -274.1231       1.5971   294.2
3.2100        -272.5134    -274.0733       1.5599   287.3
3.2200        -272.5277    -274.4182       1.8905   348.2
3.2300        -272.5492    -274.3527       1.8035   332.2
3.2400        -272.5716    -274.3700       1.7984   331.3
3.2500        -272.5736    -274.2734       1.6998   313.1
3.2600        -272.5840    -274.3110       1.7270   318.1
3.2700        -272.6096    -274.3279       1.7183   316.5
3.2800        -272.6006    -274.0582       1.4576   268.5
3.2900        -272.5691    -274.0154       1.4463   266.4
3.3000        -272.5714    -274.1330       1.5616   287.6
3.3100        -272.5801    -274.3648       1.7847   328.7
3.3200        -272.5785    -274.0305       1.4521   267.5
3.3300        -272.5664    -274.1740       1.6077   296.1
3.3400        -272.5600    -274.1403       1.5803   291.1
3.3500        -272.5769    -274.4818       1.9049   350.9
3.3600        -272.5903    -274.0914       1.5011   276.5
3.3700        -272.5811    -274.3048       1.7237   317.5
3.3800        -272.5802    -274.2058       1.6256   299.4
3.3900        -272.5815    -274.1440       1.5625   287.8
3.4000        -272.5877    -274.3054       1.7177   316.4
3.4100        -272.5903    -274.2403       1.6500   303.9
3.4200        -272.6139    -274.5337       1.9198   353.6
3.4300        -272.6287    -274.2904       1.6617   306.1
3.4400        -272.6282    -274.0890       1.4608   269.1
3.4500        -272.6105    -274.1053       1.4948   275.3
3.4600        -272.6051    -274.1674       1.5623   287.8
3.4700        -272.5911    -273.9975       1.4065   259.1
3.4800        -272.5754    -274.1212       1.5458   284.7
3.4900        -272.5657    -274.0069       1.4413   265.5
3.5000        -272.5419    -273.9088       1.3668   251.8
3.5100        -272.5398    -274.2245       1.6847   310.3
3.5200        -272.5510    -274.3188       1.7678   325.6
3.5300        -272.5625    -274.2692       1.7066   314.4
3.5400        -272.5651    -274.2517       1.6866   310.7
3.5500        -272.5720    -274.1855       1.6135   297.2
3.5600        -272.5727    -274.2012       1.6285   300.0
3.5700        -272.5733    -274.0637       1.4904   274.5
3.5800        -272.5698    -274.3295       1.7597   324.1
3.5900        -272.5622    -274.0827       1.5205   280.1
3.6000        -272.5775    -274.2967       1.7192   316.7
3.6100        -272.5734    -274.0607       1.4874   274.0
3.6200        -272.5687    -274.3055       1.7367   319.9
3.6300        -272.5742    -274.3036       1.7294   318.6
3.6400        -272.5953    -274.4930       1.8977   349.6
3.6500        -272.6046    -274.2194       1.6147   297.4
3.6600        -272.6103    -274.4638       1.8535   341.4
3.6700        -272.6154    -274.1922       1.5768   290.4
3.6800        -272.6060    -274.0944       1.4884   274.2
3.6900        -272.5817    -273.9700       1.3883   255.7
3.7000        -272.5738    -274.3488       1.7750   327.0
3.7100        -272.5814    -274.1137       1.5323   282.2
3.7200        -272.5758    -274.0405       1.4647   269.8
3.7300        -272.5712    -274.3021       1.7309   318.8
3.7400        -272.5811    -274.3146       1.7336   319.3
3.7500        -272.5938    -274.3482       1.7544   323.2
3.7600        -272.6050    -274.3638       1.7588   324.0
3.7700        -272.6150    -274.3928       1.7778   327.5
3.7800        -272.6176    -274.1807       1.5630   287.9
3.7900        -272.6147    -274.3480       1.7334   319.3
3.8000        -272.6125    -274.2369       1.6244   299.2
3.8100        -272.6041    -274.2466       1.6425   302.5
3.8200        -272.5991    -274.2080       1.6088   296.3
3.8300        -272.5997    -274.2031       1.6034   295.3
3.8400        -272.6143    -274.2979       1.6836   310.1
3.8500        -272.6079    -274.1228       1.5149   279.0
3.8600        -272.6019    -274.3038       1.7020   313.5
3.8700        -272.6089    -274.2752       1.6663   306.9
3.8800        -272.6234    -274.4972       1.8738   345.1
3.8900        -272.6282    -274.2255       1.5973   294.2
3.9000        -272.6349    -274.2073       1.5724   289.6
3.9100        -272.6278    -274.3817       1.7539   323.1
3.9200        -272.6376    -274.2629       1.6253   299.4
3.9300        -272.6266    -274.3631       1.7365   319.9
3.9400        -272.6508    -274.2960       1.6451   303.0
3.9500        -272.6270    -273.9217       1.2947   238.5
3.9600        -272.6141    -274.2576       1.6435   302.7
3.9700        -272.6105    -274.1711       1.5606   287.5
3.9800        -272.6160    -274.3528       1.7368   319.9
3.9900        -272.6311    -274.2988       1.6676   307.2
4.0000        -272.6459    -274.4872       1.8413   339.2
4.0100        -272.6642    -274.2638       1.5996   294.6
4.0200        -272.6600    -274.2977       1.6377   301.7
4.0300        -272.6700    -274.3280       1.6579   305.4
4.0400        -272.6704    -274.2083       1.5379   283.3
4.0500        -272.6545    -274.0107       1.3562   249.8
4.0600        -272.6200    -274.0443       1.4243   262.4
4.0700        -272.6061    -274.0410       1.4349   264.3
4.0800        -272.5733    -274.0183       1.4450   266.2
4.0900        -272.5731    -274.1558       1.5828   291.5
4.1000        -272.5578    -274.0438       1.4860   273.7
4.1100        -272.5541    -274.1910       1.6370   301.5
4.1200        -272.5583    -274.2167       1.6584   305.5
4.1300        -272.5528    -274.1660       1.6132   297.2
4.1400        -272.5522    -274.0965       1.5443   284.5
4.1500        -272.5296    -274.0889       1.5593   287.2
4.1600        -272.5125    -273.9701       1.4576   268.5
4.1700        -272.5157    -274.2827       1.7669   325.5
4.1800        -272.5390    -274.3560       1.8171   334.7
4.1900        -272.5685    -274.4633       1.8948   349.0
4.2000        -272.5759    -274.0928       1.5169   279.4
4.2100        -272.5654    -274.1257       1.5603   287.4
4.2200        -272.5769    -274.1926       1.6157   297.6
4.2300        -272.5673    -274.3849       1.8175   334.8
4.2400        -272.5866    -274.2885       1.7019   313.5
4.2500        -272.5667    -274.0859       1.5192   279.8
4.2600        -272.5628    -274.1708       1.6080   296.2
4.2700        -272.5660    -274.2520       1.6860   310.6
4.2800        -272.5578    -274.1494       1.5915   293.2
4.2900        -272.5442    -274.1108       1.5666   288.6
4.3000        -272.5424    -274.3367       1.7943   330.5
4.3100        -272.5534    -274.1267       1.5733   289.8
4.3200        -272.5703    -274.3411       1.7709   326.2
4.3300        -272.5653    -274.1875       1.6222   298.8
4.3400        -272.5730    -274.2564       1.6835   310.1
4.3500        -272.5767    -274.1288       1.5520   285.9
4.3600        -272.5931    -274.3571       1.7640   324.9
4.3700        -272.5957    -274.1830       1.5873   292.4
4.3800        -272.5917    -274.2117       1.6200   298.4
4.3900        -272.6016    -274.2480       1.6464   303.3
4.4000        -272.6212    -274.6583       2.0371   375.2
4.4100        -272.6514    -274.3258       1.6745   308.4
4.4200        -272.6425    -274.3731       1.7306   318.8
4.4300        -272.6335    -274.2596       1.6261   299.5
4.4400        -272.6363    -274.3319       1.6956   312.3
4.4500        -272.6288    -274.1678       1.5391   283.5
4.4600        -272.6176    -274.1588       1.5411   283.9
4.4700        -272.5927    -273.9402       1.3475   248.2
4.4800        -272.5743    -274.0823       1.5080   277.8
4.4900        -272.5650    -274.1825       1.6175   297.9
4.5000        -272.5966    -274.5821       1.9855   365.7
4.5100        -272.6199    -274.4766       1.8567   342.0
4.5200        -272.6412    -274.4626       1.8214   335.5
4.5300        -272.6369    -274.0778       1.4408   265.4
4.5400        -272.6305    -274.2705       1.6400   302.1
4.5500        -272.6236    -274.0320       1.4084   259.4
4.5600        -272.6188    -274.2146       1.5958   293.9
4.5700        -272.6214    -274.2104       1.5890   292.7
4.5800        -272.6101    -274.1487       1.5385   283.4
4.5900        -272.6107    -274.1648       1.5541   286.3
4.6000        -272.6210    -274.4034       1.7824   328.3
4.6100        -272.6199    -274.0614       1.4415   265.5
4.6200        -272.6207    -274.3966       1.7759   327.1
4.6300        -272.6267    -274.2687       1.6420   302.5
4.6400        -272.6274    -274.4547       1.8274   336.6
4.6500        -272.6355    -274.1550       1.5195   279.9
4.6600        -272.6378    -274.2793       1.6415   302.4
4.6700        -272.6397    -274.1312       1.4915   274.7
4.6800        -272.6363    -274.3505       1.7142   315.7
4.6900        -272.6456    -274.4285       1.7829   328.4
4.7000        -272.6490    -274.3973       1.7483   322.0
4.7100        -272.6565    -274.4024       1.7459   321.6
4.7200        -272.6617    -274.2325       1.5707   289.3
4.7300        -272.6629    -274.4255       1.7626   324.7
4.7400        -272.6591    -274.1454       1.4863   273.8
4.7500        -272.6432    -274.2363       1.5931   293.4
4.7600        -272.6484    -274.2789       1.6304   300.3
4.7700        -272.6523    -274.2404       1.5882   292.5
4.7800        -272.6603    -274.3123       1.6519   304.3
4.7900        -272.6644    -274.1849       1.5205   280.1
4.8000        -272.6569    -274.2211       1.5642   288.1
4.8100        -272.6570    -274.1631       1.5061   277.4
4.8200        -272.6445    -274.1323       1.4879   274.1
4.8300        -272.6482    -274.4081       1.7599   324.2
4.8400        -272.6502    -274.3622       1.7119   315.3
4.8500        -272.6518    -274.0216       1.3698   252.3
4.8600        -272.6356    -274.1938       1.5583   287.0
4.8700        -272.6270    -274.3832       1.7562   323.5
4.8800        -272.6243    -274.2543       1.6300   300.2
4.8900        -272.6180    -274.1247       1.5068   277.5
4.9000        -272.6112    -274.1181       1.5069   277.6
4.9100        -272.5887    -273.9534       1.3647   251.4
4.9200        -272.5594    -273.8142       1.2548   231.1
4.9300        -272.5401    -274.1920       1.6520   304.3
4.9400        -272.5624    -274.2147       1.6523   304.4
4.9500        -272.5698    -274.3264       1.7567   323.6
4.9600        -272.5991    -274.5320       1.9328   356.0
4.9700        -272.6086    -274.4027       1.7942   330.5
4.9800        -272.6255    -274.2415       1.6160   297.7
4.9900        -272.6190    -274.1052       1.4861   273.7
5.0000        -272.6236    -274.3179       1.6943   312.1
5.0100        -272.6145    -274.1231       1.5086   277.9
5.0200        -272.6350    -274.3812       1.7461   321.6
5.0300        -272.6534    -274.1585       1.5051   277.2
5.0400        -272.6417    -274.2782       1.6365   301.4
5.0500        -272.6367    -274.2484       1.6116   296.9
5.0600        -272.6278    -274.3322       1.7043   313.9
5.0700        -272.6244    -274.4611       1.8367   338.3
5.0800        -272.6548    -274.6450       1.9902   366.6
5.0900        -272.6923    -274.7563       2.0640   380.2
5.1000        -272.7173    -274.5425       1.8251   336.2
5.1100        -272.7344    -274.5435       1.8092   333.3
5.1200        -272.7430    -274.4563       1.7133   315.6
5.1300        -272.7338    -274.2212       1.4874   274.0
5.1400        -272.7072    -273.9952       1.2881   237.3
5.1500        -272.6876    -274.3428       1.6552   304.9
5.1600        -272.6821    -274.1749       1.4928   275.0
5.1700        -272.6814    -274.2431       1.5617   287.7
5.1800        -272.6693    -274.1049       1.4357   264.5
5.1900        -272.6753    -274.3904       1.7151   315.9
5.2000        -272.6758    -274.2955       1.6197   298.3
5.2100        -272.6780    -274.1633       1.4853   273.6
5.2200        -272.6678    -274.3688       1.7010   313.3
5.2300        -272.6639    -274.2136       1.5496   285.4
5.2400        -272.6710    -274.4732       1.8023   332.0
5.2500        -272.6701    -274.2585       1.5884   292.6
5.2600        -272.6668    -274.5106       1.8438   339.6
5.2700        -272.6765    -274.3789       1.7024   313.6
5.2800        -272.6787    -274.3230       1.6443   302.9
5.2900        -272.6841    -274.2085       1.5244   280.8
5.3000        -272.6817    -274.1919       1.5102   278.2
5.3100        -272.6770    -274.3139       1.6369   301.5
5.3200        -272.6886    -274.3662       1.6777   309.0
5.3300        -272.6899    -274.4598       1.7698   326.0
5.3400        -272.6987    -274.3511       1.6525   304.4
