Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
5.2800        -319.0635    -321.0773       2.0137   299.6
5.2900        -319.0464    -320.9843       1.9379   288.3
5.3000        -319.0480    -320.8159       1.7680   263.0
5.3100        -319.0511    -321.1585       2.1075   313.5
5.3200        -319.0692    -321.2565       2.1873   325.4
5.3300        -319.0681    -321.0329       1.9647   292.3
5.3400        -319.0670    -321.3605       2.2935   341.2
5.3500        -319.0768    -321.1870       2.1102   313.9
5.3600        -319.0725    -320.9437       1.8712   278.4
5.3700        -319.0532    -320.9179       1.8646   277.4
5.3800        -319.0546    -320.9755       1.9209   285.8
5.3900        -319.0521    -321.0139       1.9618   291.9
5.4000        -319.0657    -321.1613       2.0956   311.8
5.4100        -319.0767    -321.0990       2.0222   300.9
5.4200        -319.0978    -321.4383       2.3404   348.2
5.4300        -319.1197    -321.3034       2.1837   324.9
5.4400        -319.1321    -321.2296       2.0975   312.1
5.4500        -319.1185    -321.0564       1.9379   288.3
5.4600        -319.0932    -321.1437       2.0505   305.1
5.4700        -319.1085    -321.2506       2.1421   318.7
5.4800        -319.1293    -321.1275       1.9981   297.3
5.4900        -319.1256    -321.1022       1.9766   294.1
5.5000        -319.1206    -321.0826       1.9620   291.9
5.5100        -319.1392    -320.9944       1.8552   276.0
5.5200        -319.1319    -321.1901       2.0582   306.2
5.5300        -319.1274    -320.9949       1.8675   277.8
5.5400        -319.1604    -321.2788       2.1184   315.2
5.5500        -319.1677    -321.2240       2.0563   305.9
5.5600        -319.1580    -321.0224       1.8644   277.4
5.5700        -319.1418    -321.0051       1.8633   277.2
5.5800        -319.1412    -321.2311       2.0899   310.9
5.5900        -319.1486    -321.0826       1.9340   287.7
5.6000        -319.1606    -321.2459       2.0853   310.2
5.6100        -319.1709    -321.1835       2.0125   299.4
5.6200        -319.1714    -321.1548       1.9833   295.1
5.6300        -319.1707    -321.3912       2.2205   330.4
5.6400        -319.1435    -321.0094       1.8659   277.6
5.6500        -319.1648    -321.3510       2.1862   325.3
5.6600        -319.1854    -321.2836       2.0982   312.2
5.6700        -319.1675    -321.1503       1.9828   295.0
5.6800        -319.1561    -321.1216       1.9656   292.4
5.6900        -319.1402    -321.1296       1.9895   296.0
5.7000        -319.1477    -321.0102       1.8624   277.1
5.7100        -319.1556    -321.1688       2.0133   299.5
5.7200        -319.1580    -320.9932       1.8353   273.0
5.7300        -319.1435    -321.2378       2.0943   311.6
5.7400        -319.1305    -320.9985       1.8680   277.9
5.7500        -319.1012    -321.1404       2.0392   303.4
5.7600        -319.1276    -321.2429       2.1154   314.7
5.7700        -319.1405    -321.0950       1.9545   290.8
5.7800        -319.1343    -321.2331       2.0988   312.2
5.7900        -319.1415    -321.2054       2.0638   307.1
5.8000        -319.1501    -321.4871       2.3370   347.7
5.8100        -319.1938    -321.4653       2.2715   337.9
5.8200        -319.2225    -321.7112       2.4887   370.3
5.8300        -319.2511    -321.4897       2.2386   333.1
5.8400        -319.2573    -321.5032       2.2459   334.1
5.8500        -319.2629    -321.3705       2.1075   313.5
5.8600        -319.2663    -321.5030       2.2367   332.8
5.8700        -319.2734    -321.2652       1.9918   296.3
5.8800        -319.2552    -321.1604       1.9052   283.5
5.8900        -319.2219    -320.8426       1.6207   241.1
5.9000        -319.1986    -321.3666       2.1680   322.6
5.9100        -319.2155    -321.1371       1.9217   285.9
5.9200        -319.1948    -321.0042       1.8093   269.2
5.9300        -319.1837    -321.1174       1.9337   287.7
5.9400        -319.1536    -320.9725       1.8189   270.6
5.9500        -319.1465    -321.2724       2.1259   316.3
5.9600        -319.1560    -321.0712       1.9152   284.9
5.9700        -319.1638    -321.2928       2.1290   316.7
5.9800        -319.1724    -321.2321       2.0596   306.4
5.9900        -319.1694    -321.2166       2.0472   304.6
6.0000        -319.1779    -321.1843       2.0063   298.5
6.0100        -319.1529    -320.9023       1.7494   260.3
6.0200        -319.1508    -321.0512       1.9004   282.7
6.0300        -319.1435    -320.8594       1.7159   255.3
6.0400        -319.1439    -321.1913       2.0474   304.6
6.0500        -319.1491    -321.2673       2.1183   315.1
6.0600        -319.1608    -321.2113       2.0505   305.1
6.0700        -319.1654    -321.2239       2.0586   306.3
6.0800        -319.1827    -321.5811       2.3984   356.8
6.0900        -319.2031    -321.2294       2.0262   301.5
6.1000        -319.1951    -321.3667       2.1716   323.1
6.1100        -319.1952    -321.2639       2.0687   307.8
6.1200        -319.2009    -321.5087       2.3078   343.3
6.1300        -319.2154    -320.9611       1.7457   259.7
6.1400        -319.2210    -321.3919       2.1710   323.0
6.1500        -319.2115    -320.8561       1.6447   244.7
6.1600        -319.1776    -321.1404       1.9628   292.0
6.1700        -319.1385    -321.0450       1.9064   283.6
6.1800        -319.1293    -320.8712       1.7419   259.2
6.1900        -319.1223    -321.2563       2.1339   317.5
6.2000        -319.1389    -321.1469       2.0080   298.7
6.2100        -319.1479    -321.0966       1.9487   289.9
6.2200        -319.1425    -321.2781       2.1356   317.7
6.2300        -319.1514    -321.0314       1.8800   279.7
6.2400        -319.1310    -321.2708       2.1397   318.3
6.2500        -319.1252    -321.2482       2.1230   315.8
6.2600        -319.1252    -320.9474       1.8221   271.1
6.2700        -319.1454    -321.2979       2.1525   320.2
6.2800        -319.1478    -321.1147       1.9669   292.6
6.2900        -319.1225    -321.2574       2.1349   317.6
6.3000        -319.1423    -321.3069       2.1646   322.0
6.3100        -319.1536    -321.2321       2.0786   309.2
6.3200        -319.1601    -321.1763       2.0162   300.0
6.3300        -319.1659    -321.1826       2.0167   300.0
6.3400        -319.1786    -321.3097       2.1311   317.1
6.3500        -319.1718    -321.0873       1.9155   285.0
6.3600        -319.1447    -321.1284       1.9837   295.1
6.3700        -319.1632    -321.2702       2.1070   313.5
6.3800        -319.1796    -321.3295       2.1499   319.9
6.3900        -319.1859    -321.4522       2.2663   337.2
6.4000        -319.2074    -321.3114       2.1040   313.0
6.4100        -319.2190    -321.2780       2.0589   306.3
6.4200        -319.2338    -321.2244       1.9906   296.2
6.4300        -319.2547    -321.5189       2.2642   336.9
6.4400        -319.2775    -321.4159       2.1384   318.1
6.4500        -319.2704    -321.2505       1.9801   294.6
6.4600        -319.2660    -321.5143       2.2483   334.5
6.4700        -319.3081    -321.6120       2.3039   342.8
6.4800        -319.3482    -321.7111       2.3629   351.5
6.4900        -319.3669    -321.6836       2.3167   344.7
6.5000        -319.3746    -321.3464       1.9718   293.4
6.5100        -319.3705    -321.4980       2.1275   316.5
6.5200        -319.3686    -321.1393       1.7707   263.4
6.5300        -319.3457    -321.2132       1.8675   277.8
6.5400        -319.3379    -321.2601       1.9222   286.0
6.5500        -319.3350    -321.2440       1.9090   284.0
6.5600        -319.3120    -320.9431       1.6310   242.7
6.5700        -319.2936    -320.9808       1.6872   251.0
6.5800        -319.2653    -321.3108       2.0455   304.3
6.5900        -319.2894    -321.4135       2.1242   316.0
6.6000        -319.2779    -321.3742       2.0964   311.9
6.6100        -319.2772    -321.2039       1.9267   286.6
6.6200        -319.2880    -321.3791       2.0911   311.1
6.6300        -319.3026    -321.5333       2.2306   331.9
6.6400        -319.3087    -321.3590       2.0503   305.0
6.6500        -319.2928    -321.1710       1.8781   279.4
6.6600        -319.2526    -321.0287       1.7760   264.2
6.6700        -319.2569    -321.2727       2.0157   299.9
6.6800        -319.2764    -321.5130       2.2366   332.7
6.6900        -319.2949    -321.5418       2.2469   334.3
6.7000        -319.3005    -321.5066       2.2061   328.2
6.7100        -319.2942    -321.4897       2.1955   326.6
6.7200        -319.3002    -321.3376       2.0374   303.1
6.7300        -319.3052    -321.2651       1.9599   291.6
6.7400        -319.3044    -321.2670       1.9626   292.0
6.7500        -319.3112    -321.2858       1.9747   293.8
6.7600        -319.3176    -321.4081       2.0905   311.0
6.7700        -319.3202    -321.3143       1.9941   296.7
6.7800        -319.3094    -321.1707       1.8614   276.9
6.7900        -319.2826    -321.1560       1.8734   278.7
6.8000        -319.2685    -321.2580       1.9895   296.0
6.8100        -319.2794    -321.1698       1.8904   281.2
6.8200        -319.2464    -321.0173       1.7709   263.5
6.8300        -319.2085    -321.0879       1.8793   279.6
6.8400        -319.1968    -321.1327       1.9359   288.0
6.8500        -319.1890    -320.9147       1.7257   256.7
6.8600        -319.1665    -320.7858       1.6193   240.9
6.8700        -319.1464    -321.2818       2.1354   317.7
6.8800        -319.1489    -321.2551       2.1062   313.4
6.8900        -319.1448    -321.2241       2.0793   309.3
6.9000        -319.1399    -321.0771       1.9371   288.2
6.9100        -319.1412    -321.3970       2.2558   335.6
6.9200        -319.1531    -321.3942       2.2411   333.4
6.9300        -319.1866    -321.3786       2.1920   326.1
6.9400        -319.2200    -321.3053       2.0853   310.2
6.9500        -319.2295    -321.2195       1.9901   296.1
6.9600        -319.2396    -321.4666       2.2271   331.3
6.9700        -319.2570    -321.3943       2.1373   318.0
6.9800        -319.2729    -321.3633       2.0903   311.0
6.9900        -319.2765    -321.3729       2.0964   311.9
7.0000        -319.2722    -321.2962       2.0240   301.1
7.0100        -319.2623    -321.2190       1.9566   291.1
7.0200        -319.2541    -321.2098       1.9558   291.0
7.0300        -319.2402    -321.1403       1.9001   282.7
7.0400        -319.2011    -320.8280       1.6269   242.0
7.0500        -319.1805    -321.1904       2.0099   299.0
7.0600        -319.1831    -321.3151       2.1319   317.2
7.0700        -319.1805    -321.2020       2.0215   300.8
7.0800        -319.1819    -321.2538       2.0720   308.3
7.0900        -319.1920    -321.4303       2.2383   333.0
7.1000        -319.2257    -321.4343       2.2086   328.6
7.1100        -319.2304    -321.2383       2.0080   298.7
7.1200        -319.2316    -321.3457       2.1141   314.5
7.1300        -319.2445    -321.2757       2.0311   302.2
7.1400        -319.2643    -321.6573       2.3931   356.0
7.1500        -319.2970    -321.3003       2.0033   298.0
7.1600        -319.2968    -321.4334       2.1366   317.9
7.1700        -319.3189    -321.5843       2.2654   337.0
7.1800        -319.3444    -321.7028       2.3585   350.9
7.1900        -319.3765    -321.8117       2.4352   362.3
7.2000        -319.4124    -321.6201       2.2077   328.4
7.2100        -319.4155    -321.2900       1.8744   278.9
7.2200        -319.4038    -321.4980       2.0942   311.6
7.2300        -319.4045    -321.5268       2.1223   315.7
7.2400        -319.4142    -321.5452       2.1310   317.0
7.2500        -319.4294    -321.6329       2.2034   327.8
7.2600        -319.4347    -321.4754       2.0407   303.6
7.2700        -319.4460    -321.6422       2.1962   326.7
7.2800        -319.4637    -321.5360       2.0724   308.3
7.2900        -319.4711    -321.4189       1.9479   289.8
7.3000        -319.4484    -321.2050       1.7566   261.3
7.3100        -319.4273    -321.3666       1.9393   288.5
7.3200        -319.4173    -321.4011       1.9838   295.1
7.3300        -319.4081    -321.3134       1.9052   283.5
7.3400        -319.4058    -321.3171       1.9114   284.4
7.3500        -319.4008    -321.3958       1.9950   296.8
7.3600        -319.4037    -321.3415       1.9377   288.3
7.3700        -319.3920    -321.4786       2.0866   310.4
7.3800        -319.3902    -321.3867       1.9964   297.0
7.3900        -319.3643    -321.1239       1.7596   261.8
7.4000        -319.3585    -321.5305       2.1721   323.2
7.4100        -319.3699    -321.3782       2.0083   298.8
7.4200        -319.3857    -321.6463       2.2606   336.3
7.4300        -319.4017    -321.4102       2.0085   298.8
7.4400        -319.3945    -321.2953       1.9008   282.8
7.4500        -319.3937    -321.5184       2.1246   316.1
7.4600        -319.4013    -321.4360       2.0347   302.7
7.4700        -319.4058    -321.1857       1.7799   264.8
7.4800        -319.3918    -321.3786       1.9868   295.6
7.4900        -319.3907    -321.5445       2.1538   320.4
7.5000        -319.3897    -321.2983       1.9086   284.0
7.5100        -319.3740    -321.2140       1.8400   273.7
7.5200        -319.3698    -321.4739       2.1041   313.0
7.5300        -319.3598    -321.1418       1.7820   265.1
7.5400        -319.3591    -321.3918       2.0327   302.4
7.5500        -319.3503    -321.2650       1.9147   284.9
7.5600        -319.3410    -321.2953       1.9543   290.8
7.5700        -319.3311    -321.3451       2.0140   299.6
7.5800        -319.3381    -321.2685       1.9304   287.2
7.5900        -319.3337    -321.4671       2.1333   317.4
7.6000        -319.3375    -321.3396       2.0020   297.9
7.6100        -319.3327    -321.5810       2.2483   334.5
7.6200        -319.3313    -321.1059       1.7746   264.0
7.6300        -319.3262    -321.3372       2.0110   299.2
7.6400        -319.3308    -321.5477       2.2169   329.8
7.6500        -319.3408    -321.3494       2.0086   298.8
7.6600        -319.3493    -321.5077       2.1584   321.1
7.6700        -319.3431    -321.3437       2.0006   297.6
7.6800        -319.3420    -321.2875       1.9456   289.5
7.6900        -319.3550    -321.2778       1.9228   286.1
7.7000        -319.3233    -321.0227       1.6994   252.8
7.7100        -319.3117    -321.2949       1.9832   295.1
7.7200        -319.2908    -321.2610       1.9702   293.1
7.7300        -319.2863    -321.2309       1.9445   289.3
7.7400        -319.2777    -321.3754       2.0977   312.1
7.7500        -319.2970    -321.5306       2.2336   332.3
7.7600        -319.2917    -321.1994       1.9077   283.8
7.7700        -319.2786    -320.9445       1.6658   247.8
7.7800        -319.2739    -321.2301       1.9562   291.0
7.7900        -319.2562    -321.2143       1.9581   291.3
7.8000        -319.2564    -321.2686       2.0121   299.4
7.8100        -319.2501    -321.2042       1.9541   290.7
7.8200        -319.2778    -321.5546       2.2768   338.7
7.8300        -319.2881    -321.2656       1.9775   294.2
7.8400        -319.2850    -321.3696       2.0846   310.1
7.8500        -319.2987    -321.3153       2.0166   300.0
7.8600        -319.2963    -321.3955       2.0992   312.3
7.8700        -319.3159    -321.4524       2.1365   317.9
7.8800        -319.3264    -321.3737       2.0473   304.6
7.8900        -319.3365    -321.6457       2.3092   343.6
7.9000        -319.3485    -321.3313       1.9828   295.0
7.9100        -319.3455    -321.3408       1.9953   296.9
7.9200        -319.3591    -321.5566       2.1975   326.9
7.9300        -319.3647    -321.5290       2.1642   322.0
7.9400        -319.3771    -321.4685       2.0915   311.2
7.9500        -319.3780    -321.4641       2.0862   310.4
7.9600        -319.3705    -321.0871       1.7166   255.4
7.9700        -319.3646    -321.2257       1.8611   276.9
7.9800        -319.3297    -321.1425       1.8127   269.7
7.9900        -319.3222    -321.1752       1.8530   275.7
8.0000        -319.3012    -321.3008       1.9995   297.5
8.0100        -319.3032    -321.5640       2.2608   336.4
8.0200        -319.3304    -321.4507       2.1203   315.4
8.0300        -319.3122    -321.1178       1.8056   268.6
8.0400        -319.3011    -321.1362       1.8351   273.0
8.0500        -319.3022    -321.5132       2.2110   328.9
8.0600        -319.3215    -321.3673       2.0458   304.4
8.0700        -319.3236    -321.4250       2.1014   312.6
8.0800        -319.3449    -321.6238       2.2789   339.0
8.0900        -319.3594    -321.4177       2.0583   306.2
8.1000        -319.3449    -321.1279       1.7830   265.3
8.1100        -319.3233    -321.1583       1.8349   273.0
8.1200        -319.3273    -321.5372       2.2100   328.8
8.1300        -319.3382    -321.4551       2.1169   314.9
8.1400        -319.3295    -321.3524       2.0228   301.0
8.1500        -319.3531    -321.7415       2.3884   355.3
8.1600        -319.3850    -321.5824       2.1973   326.9
8.1700        -319.3829    -321.4432       2.0603   306.5
8.1800        -319.4038    -321.6022       2.1984   327.1
8.1900        -319.4266    -321.8457       2.4191   359.9
8.2000        -319.4512    -321.6291       2.1779   324.0
8.2100        -319.4454    -321.4532       2.0078   298.7
8.2200        -319.4622    -321.7153       2.2531   335.2
8.2300        -319.4709    -321.3940       1.9231   286.1
8.2400        -319.4683    -321.6937       2.2254   331.1
8.2500        -319.4890    -321.6349       2.1460   319.3
8.2600        -319.5117    -321.6405       2.1288   316.7
8.2700        -319.5096    -321.5670       2.0575   306.1
8.2800        -319.4917    -321.3204       1.8288   272.1
8.2900        -319.4622    -320.9895       1.5273   227.2
8.3000        -319.4303    -321.4230       1.9927   296.5
8.3100        -319.4474    -321.6136       2.1662   322.3
8.3200        -319.4381    -321.3949       1.9568   291.1
8.3300        -319.4373    -321.3359       1.8987   282.5
8.3400        -319.4184    -321.5204       2.1020   312.7
8.3500        -319.4170    -321.3535       1.9365   288.1
8.3600        -319.4240    -321.3399       1.9159   285.0
8.3700        -319.4174    -321.5181       2.1007   312.5
8.3800        -319.4305    -321.6546       2.2241   330.9
8.3900        -319.4645    -321.8310       2.3665   352.1
8.4000        -319.4720    -321.6737       2.2017   327.6
8.4100        -319.5034    -321.8399       2.3365   347.6
8.4200        -319.5184    -321.7676       2.2492   334.6
8.4300        -319.5454    -321.4425       1.8971   282.2
8.4400        -319.5536    -321.8356       2.2821   339.5
8.4500        -319.5879    -321.8153       2.2274   331.4
8.4600        -319.6065    -321.5397       1.9331   287.6
8.4700        -319.6064    -321.6349       2.0284   301.8
8.4800        -319.5959    -321.6200       2.0241   301.1
8.4900        -319.6099    -321.8170       2.2072   328.4
8.5000        -319.6253    -321.7732       2.1479   319.6
8.5100        -319.6319    -321.6985       2.0666   307.5
8.5200        -319.6307    -321.4846       1.8539   275.8
8.5300        -319.6141    -321.4394       1.8253   271.6
8.5400        -319.5927    -321.2839       1.6913   251.6
8.5500        -319.5630    -321.2762       1.7132   254.9
8.5600        -319.5220    -321.3295       1.8075   268.9
8.5700        -319.5196    -321.4742       1.9546   290.8
8.5800        -319.5051    -321.3405       1.8354   273.1
8.5900        -319.4919    -321.1931       1.7012   253.1
8.6000        -319.4606    -321.5498       2.0892   310.8
8.6100        -319.4498    -321.2099       1.7601   261.9
8.6200        -319.4338    -321.5241       2.0903   311.0
8.6300        -319.4242    -321.3362       1.9120   284.5
8.6400        -319.4325    -321.7728       2.3402   348.2
8.6500        -319.4558    -321.4256       1.9698   293.1
8.6600        -319.4493    -321.4319       1.9826   295.0
8.6700        -319.4469    -321.3361       1.8892   281.1
8.6800        -319.4328    -321.3730       1.9402   288.6
8.6900        -319.4444    -321.6653       2.2209   330.4
8.7000        -319.4691    -321.7753       2.3062   343.1
8.7100        -319.4873    -321.6571       2.1698   322.8
8.7200        -319.5075    -321.7686       2.2611   336.4
8.7300        -319.5191    -321.5500       2.0308   302.1
8.7400        -319.5119    -321.6662       2.1544   320.5
8.7500        -319.5358    -321.8617       2.3260   346.0
8.7600        -319.5504    -321.7641       2.2137   329.3
8.7700        -319.5772    -321.6958       2.1186   315.2
8.7800        -319.5661    -321.5182       1.9521   290.4
8.7900        -319.5557    -321.5428       1.9872   295.6
8.8000        -319.5574    -321.6014       2.0441   304.1
8.8100        -319.5557    -321.4227       1.8670   277.8
8.8200        -319.5380    -321.6630       2.1250   316.2
8.8300        -319.5445    -321.4508       1.9063   283.6
8.8400        -319.5451    -321.6855       2.1404   318.4
8.8500        -319.5459    -321.3364       1.7905   266.4
8.8600        -319.5464    -321.5127       1.9663   292.5
8.8700        -319.5466    -321.5338       1.9872   295.6
8.8800        -319.5570    -321.6434       2.0864   310.4
8.8900        -319.5431    -321.4384       1.8954   282.0
8.9000        -319.5351    -321.5441       2.0090   298.9
8.9100        -319.5475    -321.6562       2.1087   313.7
8.9200        -319.5598    -321.6907       2.1309   317.0
8.9300        -319.5536    -321.4746       1.9209   285.8
8.9400        -319.5479    -321.5726       2.0247   301.2
8.9500        -319.5525    -321.5696       2.0171   300.1
8.9600        -319.5385    -321.5029       1.9645   292.3
8.9700        -319.5527    -321.7927       2.2399   333.3
8.9800        -319.5683    -321.6383       2.0700   308.0
8.9900        -319.5789    -321.7126       2.1338   317.5
9.0000        -319.5757    -321.5817       2.0061   298.5
9.0100        -319.5629    -321.4250       1.8621   277.0
9.0200        -319.5739    -321.8375       2.2636   336.8
9.0300        -319.5937    -321.7082       2.1145   314.6
9.0400        -319.5988    -321.6325       2.0337   302.6
9.0500        -319.5859    -321.3971       1.8112   269.5
9.0600        -319.5824    -321.5184       1.9360   288.0
9.0700        -319.5669    -321.3167       1.7498   260.3
9.0800        -319.5567    -321.5609       2.0043   298.2
9.0900        -319.5617    -321.7107       2.1490   319.7
9.1000        -319.5742    -321.5937       2.0195   300.5
9.1100        -319.5772    -321.5687       1.9915   296.3
9.1200        -319.5633    -321.4335       1.8703   278.2
9.1300        -319.5634    -321.5958       2.0323   302.4
9.1400        -319.5575    -321.5745       2.0170   300.1
9.1500        -319.5569    -321.5912       2.0344   302.7
9.1600        -319.5843    -321.7931       2.2088   328.6
9.1700        -319.5877    -321.5378       1.9501   290.1
9.1800        -319.5792    -321.5834       2.0042   298.2
9.1900        -319.5767    -321.4398       1.8631   277.2
9.2000        -319.5784    -321.5221       1.9437   289.2
9.2100        -319.5623    -321.6222       2.0599   306.5
9.2200        -319.5633    -321.6876       2.1243   316.1
9.2300        -319.5696    -321.6459       2.0762   308.9
9.2400        -319.5852    -321.6632       2.0780   309.2
9.2500        -319.5994    -321.7838       2.1844   325.0
9.2600        -319.6234    -321.7765       2.1532   320.3
9.2700        -319.6156    -321.3615       1.7459   259.7
9.2800        -319.6065    -321.5674       1.9609   291.7
9.2900        -319.5793    -321.4743       1.8950   281.9
9.3000        -319.5827    -321.5196       1.9369   288.2
9.3100        -319.5718    -321.5687       1.9969   297.1
9.3200        -319.5694    -321.3959       1.8265   271.7
9.3300        -319.5671    -321.6932       2.1261   316.3
9.3400        -319.5543    -321.3605       1.8061   268.7
9.3500        -319.5401    -321.3310       1.7908   266.4
9.3600        -319.5164    -321.4476       1.9312   287.3
9.3700        -319.5135    -321.4797       1.9661   292.5
9.3800        -319.5212    -321.8181       2.2969   341.7
9.3900        -319.5279    -321.4816       1.9536   290.7
9.4000        -319.5312    -321.4442       1.9130   284.6
9.4100        -319.4958    -321.1655       1.6697   248.4
9.4200        -319.4770    -321.4301       1.9531   290.6
9.4300        -319.4721    -321.3922       1.9202   285.7
9.4400        -319.4672    -321.4438       1.9766   294.1
9.4500        -319.4557    -321.2956       1.8399   273.7
9.4600        -319.4421    -321.3456       1.9035   283.2
9.4700        -319.4365    -321.2136       1.7770   264.4
9.4800        -319.4195    -321.4330       2.0135   299.6
9.4900        -319.4136    -321.2416       1.8280   272.0
9.5000        -319.4111    -321.3676       1.9564   291.1
9.5100        -319.4122    -321.5502       2.1380   318.1
9.5200        -319.4149    -321.1335       1.7186   255.7
9.5300        -319.4017    -321.4518       2.0501   305.0
9.5400        -319.3767    -320.9916       1.6148   240.2
9.5500        -319.3737    -321.5999       2.2261   331.2
9.5600        -319.3639    -321.1809       1.8170   270.3
9.5700        -319.3388    -321.2161       1.8773   279.3
9.5800        -319.3282    -321.3282       2.0000   297.6
9.5900        -319.3283    -321.4582       2.1299   316.9
9.6000        -319.3355    -321.1744       1.8389   273.6
9.6100        -319.3469    -321.7547       2.4078   358.2
9.6200        -319.3529    -321.2943       1.9414   288.8
9.6300        -319.3537    -321.4121       2.0584   306.2
9.6400        -319.3767    -321.7802       2.4035   357.6
9.6500        -319.4047    -321.3896       1.9849   295.3
9.6600        -319.4272    -321.5526       2.1254   316.2
9.6700        -319.4412    -321.6300       2.1888   325.6
9.6800        -319.4692    -321.8246       2.3555   350.4
9.6900        -319.4852    -321.5553       2.0702   308.0
9.7000        -319.4963    -321.7439       2.2477   334.4
9.7100        -319.5183    -321.5851       2.0667   307.5
9.7200        -319.5483    -321.9579       2.4096   358.5
9.7300        -319.5814    -321.7738       2.1924   326.2
9.7400        -319.5701    -321.6307       2.0606   306.6
9.7500        -319.5910    -321.8240       2.2330   332.2
9.7600        -319.6077    -321.7855       2.1778   324.0
9.7700        -319.6025    -321.4494       1.8469   274.8
9.7800        -319.6094    -321.5818       1.9724   293.4
9.7900        -319.5747    -321.4530       1.8783   279.4
9.8000        -319.5750    -321.4251       1.8501   275.3
9.8100        -319.5709    -321.4667       1.8957   282.0
9.8200        -319.5423    -321.3933       1.8510   275.4
9.8300        -319.5245    -321.3909       1.8664   277.7
9.8400        -319.5085    -321.3589       1.8504   275.3
9.8500        -319.4971    -321.4456       1.9485   289.9
9.8600        -319.5093    -321.5556       2.0463   304.4
9.8700        -319.5008    -321.5115       2.0107   299.1
9.8800        -319.5045    -321.5714       2.0670   307.5
9.8900        -319.5023    -321.5074       2.0052   298.3
9.9000        -319.4899    -321.2523       1.7625   262.2
9.9100        -319.4964    -321.6168       2.1204   315.5
9.9200        -319.5055    -321.6150       2.1094   313.8
9.9300        -319.4989    -321.2953       1.7964   267.3
9.9400        -319.4922    -321.4370       1.9448   289.3
9.9500        -319.4814    -321.4583       1.9768   294.1
9.9600        -319.4529    -321.3692       1.9163   285.1
9.9700        -319.4497    -321.4777       2.0280   301.7
9.9800        -319.4652    -321.7541       2.2889   340.5
9.9900        -319.4736    -321.2696       1.7960   267.2
10.0000       -319.4669    -321.6132       2.1463   319.3
