time_ps,si_0_cn,si_1_cn,si_2_cn
2.740000,4,4,4
2.750000,4,4,4
2.760000,4,4,4
2.770000,4,4,4
2.780000,4,4,4
2.790000,4,4,4
2.800000,4,4,4
2.810000,4,4,4
2.820000,4,4,4
2.830000,4,4,4
2.840000,4,4,4
2.850000,4,4,4
2.860000,4,4,4
2.870000,4,4,4
2.880000,4,4,4
2.890000,4,4,4
2.900000,4,4,4
2.910000,4,4,4
2.920000,4,4,4
2.930000,4,4,4
2.940000,4,4,4
2.950000,4,4,4
2.960000,4,4,4
2.970000,4,4,4
2.980000,4,4,4
2.990000,4,4,4
3.000000,4,4,4
3.010000,4,4,4
3.020000,4,4,4
3.030000,4,4,4
3.040000,4,4,4
3.050000,4,4,4
3.060000,4,4,4
3.070000,4,4,4
3.080000,4,4,4
3.090000,4,4,4
3.100000,4,4,4
3.110000,4,4,4
3.120000,4,4,4
3.130000,4,4,4
3.140000,4,4,4
3.150000,4,4,4
3.160000,4,4,4
3.170000,4,4,4
3.180000,4,4,4
3.190000,4,4,4
3.200000,4,4,4
3.210000,4,4,4
3.220000,4,4,4
3.230000,4,4,4
3.240000,4,4,4
3.250000,4,4,4
3.260000,4,4,4
3.270000,4,4,4
3.280000,4,4,4
3.290000,4,4,4
3.300000,4,4,4
3.310000,4,4,4
3.320000,4,4,4
3.330000,4,4,4
3.340000,4,4,4
3.350000,4,4,4
3.360000,4,4,4
3.370000,4,4,4
3.380000,4,4,4
3.390000,4,4,4
3.400000,4,4,4
3.410000,4,4,4
3.420000,4,4,4
3.430000,4,4,4
3.440000,4,4,4
3.450000,4,4,4
3.460000,4,4,4
3.470000,4,4,4
3.480000,4,4,4
3.490000,4,4,4
3.500000,4,4,4
3.510000,4,4,4
3.520000,4,4,4
3.530000,4,4,4
3.540000,4,4,4
3.550000,4,4,4
3.560000,4,4,4
3.570000,4,4,4
3.580000,4,4,4
3.590000,4,4,4
3.600000,4,4,4
3.610000,4,4,4
3.620000,4,4,4
3.630000,4,4,4
3.640000,4,4,4
3.650000,4,4,4
3.660000,4,4,4
3.670000,4,4,4
3.680000,4,4,4
3.690000,4,4,4
3.700000,4,4,4
3.710000,4,4,4
3.720000,4,4,4
3.730000,4,4,4
3.740000,4,4,4
3.750000,4,4,4
3.760000,4,4,4
3.770000,4,4,4
3.780000,4,4,4
3.790000,4,4,4
3.800000,4,4,4
3.810000,4,4,4
3.820000,4,4,4
3.830000,4,4,4
3.840000,4,4,4
3.850000,4,4,4
3.860000,4,4,4
3.870000,4,4,4
3.880000,4,4,4
3.890000,4,4,4
3.900000,4,4,4
3.910000,4,4,4
3.920000,4,4,4
3.930000,4,4,4
3.940000,4,4,4
3.950000,4,4,4
3.960000,4,4,4
3.970000,4,4,4
3.980000,4,4,4
3.990000,4,4,4
4.000000,4,4,4
4.010000,4,4,4
4.020000,4,4,4
4.030000,4,4,4
4.040000,4,4,4
4.050000,4,4,4
4.060000,4,4,4
4.070000,4,4,4
4.080000,4,4,4
4.090000,4,4,4
4.100000,4,4,4
4.110000,4,4,4
4.120000,4,4,4
4.130000,4,4,4
4.140000,4,4,4
4.150000,4,4,4
4.160000,4,4,4
4.170000,4,4,4
4.180000,4,4,4
4.190000,4,4,4
4.200000,4,4,4
4.210000,4,4,4
4.220000,4,4,4
4.230000,4,4,4
4.240000,4,4,4
4.250000,4,4,4
4.260000,4,4,4
4.270000,4,4,4
4.280000,4,4,4
4.290000,4,4,4
4.300000,4,4,4
4.310000,4,4,4
4.320000,4,4,4
4.330000,4,4,4
4.340000,4,4,4
4.350000,4,4,4
4.360000,4,4,4
4.370000,4,4,4
4.380000,4,4,4
4.390000,4,4,4
4.400000,4,4,4
4.410000,4,4,4
4.420000,4,4,4
4.430000,4,4,4
4.440000,4,4,4
4.450000,4,4,4
4.460000,4,4,4
4.470000,4,4,4
4.480000,4,4,4
4.490000,4,4,4
4.500000,4,4,4
4.510000,4,4,4
4.520000,4,4,4
4.530000,4,4,4
4.540000,4,4,4
4.550000,4,4,4
4.560000,4,4,4
4.570000,4,4,4
4.580000,4,4,4
4.590000,4,4,4
4.600000,4,4,4
4.610000,4,4,4
4.620000,4,4,4
4.630000,4,4,4
4.640000,4,4,4
4.650000,4,4,4
4.660000,4,4,4
4.670000,4,4,4
4.680000,4,4,4
4.690000,4,4,4
4.700000,4,4,4
4.710000,4,4,4
4.720000,4,4,4
4.730000,4,4,4
4.740000,4,4,4
4.750000,4,4,4
4.760000,4,4,4
4.770000,4,4,4
4.780000,4,4,4
4.790000,4,4,4
4.800000,4,4,4
4.810000,4,4,4
4.820000,4,4,4
4.830000,4,4,4
4.840000,4,4,4
4.850000,4,4,4
4.860000,4,4,4
4.870000,4,4,4
4.880000,4,4,4
4.890000,4,4,4
4.900000,4,4,4
4.910000,4,4,4
4.920000,4,4,4
4.930000,4,4,4
4.940000,4,4,4
4.950000,4,4,4
4.960000,4,4,4
4.970000,4,4,4
4.980000,4,4,4
4.990000,4,4,4
5.000000,4,4,4
5.010000,4,4,4
5.020000,4,4,4
5.030000,4,4,4
5.040000,4,4,4
5.050000,4,4,4
5.060000,4,4,4
5.070000,4,4,4
5.080000,4,4,4
5.090000,4,4,4
5.100000,4,4,4
5.110000,4,4,4
5.120000,4,4,4
5.130000,4,4,4
5.140000,4,4,4
5.150000,4,4,4
5.160000,4,4,4
5.170000,4,4,4
5.180000,4,4,4
5.190000,4,4,4
5.200000,4,4,4
5.210000,4,4,4
5.220000,4,4,4
5.230000,4,4,4
5.240000,4,4,4
5.250000,4,4,4
5.260000,4,4,4
5.270000,4,4,4
5.280000,4,4,4
5.290000,4,4,4
5.300000,4,4,4
5.310000,4,4,4
5.320000,4,4,4
5.330000,4,4,4
5.340000,4,4,4
5.350000,4,4,4
5.360000,4,4,4
5.370000,4,4,4
5.380000,4,4,4
5.390000,4,4,4
5.400000,4,4,4
5.410000,4,4,4
5.420000,4,4,4
5.430000,4,4,4
5.440000,4,4,4
5.450000,4,4,4
5.460000,4,4,4
5.470000,4,4,4
5.480000,4,4,4
5.490000,4,4,4
5.500000,4,4,4
5.510000,4,4,4
5.520000,4,4,4
5.530000,4,4,4
5.540000,4,4,4
5.550000,4,4,4
5.560000,4,4,4
5.570000,4,4,4
5.580000,4,4,4
5.590000,4,4,4
5.600000,4,4,4
5.610000,4,4,4
5.620000,4,4,4
5.630000,4,4,4
5.640000,4,4,4
5.650000,4,4,4
5.660000,4,4,4
5.670000,4,4,4
5.680000,4,4,4
5.690000,4,4,4
5.700000,4,4,4
5.710000,4,4,4
5.720000,4,4,4
5.730000,4,4,4
5.740000,4,4,4
5.750000,4,4,4
5.760000,4,4,4
5.770000,4,4,4
5.780000,4,4,4
5.790000,4,4,4
5.800000,4,4,4
5.810000,4,4,4
5.820000,4,4,4
5.830000,4,4,4
5.840000,4,4,4
5.850000,4,4,4
5.860000,4,4,4
5.870000,4,4,4
5.880000,4,4,4
5.890000,4,4,4
5.900000,4,4,4
5.910000,4,4,4
5.920000,4,4,4
5.930000,4,4,4
5.940000,4,4,4
5.950000,4,4,4
5.960000,4,4,4
5.970000,4,4,4
5.980000,4,4,4
5.990000,4,4,4
6.000000,4,4,4
6.010000,4,4,4
6.020000,4,4,4
6.030000,4,4,4
6.040000,4,4,4
6.050000,4,4,4
6.060000,4,4,4
6.070000,4,4,4
6.080000,4,4,4
6.090000,4,4,4
6.100000,4,4,4
6.110000,4,4,4
6.120000,4,4,4
6.130000,4,4,4
6.140000,4,4,4
6.150000,4,4,4
6.160000,4,4,4
6.170000,4,4,4
6.180000,4,4,4
6.190000,4,4,4
6.200000,4,4,4
6.210000,4,4,4
6.220000,4,4,4
6.230000,4,4,4
6.240000,4,4,4
6.250000,4,4,4
6.260000,4,4,4
6.270000,4,4,4
6.280000,4,4,4
6.290000,4,4,4
6.300000,4,4,4
6.310000,4,4,4
6.320000,4,4,4
6.330000,4,4,4
6.340000,4,4,4
6.350000,4,4,4
6.360000,4,4,4
6.370000,4,4,4
6.380000,4,4,4
6.390000,4,4,4
6.400000,4,4,4
6.410000,4,4,4
6.420000,4,4,4
6.430000,4,4,4
6.440000,4,4,4
6.450000,4,4,4
6.460000,4,4,4
6.470000,4,4,4
6.480000,4,4,4
6.490000,4,4,4
6.500000,4,4,4
6.510000,4,4,4
6.520000,4,4,4
6.530000,4,4,4
6.540000,4,4,4
6.550000,4,4,4
6.560000,4,4,4
6.570000,4,4,4
6.580000,4,4,4
6.590000,4,4,4
6.600000,4,4,4
6.610000,4,4,4
6.620000,4,4,4
6.630000,4,4,4
6.640000,4,4,4
6.650000,4,4,4
6.660000,4,4,4
6.670000,4,4,4
6.680000,4,4,4
6.690000,4,4,4
6.700000,4,4,4
6.710000,4,4,4
6.720000,4,4,4
6.730000,4,4,4
6.740000,4,4,4
6.750000,4,4,4
6.760000,4,4,4
6.770000,4,4,4
6.780000,4,4,4
6.790000,4,4,4
6.800000,4,4,4
6.810000,4,4,4
6.820000,4,4,4
6.830000,4,4,4
6.840000,4,4,4
6.850000,4,4,4
6.860000,4,4,4
6.870000,4,4,4
6.880000,4,4,4
6.890000,4,4,4
6.900000,4,4,4
6.910000,4,4,4
6.920000,4,4,4
6.930000,4,4,4
6.940000,4,4,4
6.950000,4,4,4
6.960000,4,4,4
6.970000,4,4,4
6.980000,4,4,4
6.990000,4,4,4
7.000000,4,4,4
7.010000,4,4,4
7.020000,4,4,4
7.030000,4,4,4
7.040000,4,4,4
7.050000,4,4,4
7.060000,4,4,4
7.070000,4,4,4
7.080000,4,4,4
7.090000,4,4,4
7.100000,4,4,4
7.110000,4,4,4
7.120000,4,4,4
7.130000,4,4,4
7.140000,4,4,4
7.150000,4,4,4
7.160000,4,4,4
7.170000,4,4,4
7.180000,4,4,4
7.190000,4,4,4
7.200000,4,4,4
7.210000,4,4,4
7.220000,4,4,4
7.230000,4,4,4
7.240000,4,4,4
7.250000,4,4,4
7.260000,4,4,4
7.270000,4,4,4
7.280000,4,4,4
7.290000,4,4,4
7.300000,4,4,4
7.310000,4,4,4
7.320000,4,4,4
7.330000,4,4,4
7.340000,4,4,4
7.350000,4,4,4
7.360000,4,4,4
7.370000,4,4,4
7.380000,4,4,4
7.390000,4,4,4
7.400000,4,4,4
7.410000,4,4,4
7.420000,4,4,4
7.430000,4,4,4
7.440000,4,4,4
7.450000,4,4,4
7.460000,4,4,4
7.470000,4,4,4
7.480000,4,4,4
7.490000,4,4,4
7.500000,4,4,4
7.510000,4,4,4
7.520000,4,4,4
7.530000,4,4,4
7.540000,4,4,4
7.550000,4,4,4
7.560000,4,4,4
7.570000,4,4,4
7.580000,4,4,4
7.590000,4,4,4
7.600000,4,4,4
7.610000,4,4,4
7.620000,4,4,4
7.630000,4,4,4
7.640000,4,4,4
7.650000,4,4,4
7.660000,4,4,4
7.670000,4,4,4
7.680000,4,4,4
7.690000,4,4,4
7.700000,4,4,4
7.710000,4,4,4
7.720000,4,4,4
7.730000,4,4,4
7.740000,4,4,4
7.750000,4,4,4
7.760000,4,4,4
7.770000,4,4,4
7.780000,4,4,4
7.790000,4,4,4
7.800000,4,4,4
7.810000,4,4,4
7.820000,4,4,4
7.830000,4,4,4
7.840000,4,4,4
7.850000,4,4,4
7.860000,4,4,4
7.870000,4,4,4
7.880000,4,4,4
7.890000,4,4,4
7.900000,4,4,4
7.910000,4,4,4
7.920000,4,4,4
7.930000,4,4,4
7.940000,4,4,4
7.950000,4,4,4
7.960000,4,4,4
7.970000,4,4,4
7.980000,4,4,4
7.990000,4,4,4
8.000000,4,4,4
8.010000,4,4,4
8.020000,4,4,4
8.030000,4,4,4
8.040000,4,4,4
8.050000,4,4,4
8.060000,4,4,4
8.070000,4,4,4
8.080000,4,4,4
8.090000,4,4,4
8.100000,4,4,4
8.110000,4,4,4
8.120000,4,4,4
8.130000,4,4,4
8.140000,4,4,4
8.150000,4,4,4
8.160000,4,4,4
8.170000,4,4,4
8.180000,4,4,4
8.190000,4,4,4
8.200000,4,4,4
8.210000,4,4,4
8.220000,4,4,4
8.230000,4,4,4
8.240000,4,4,4
8.250000,4,4,4
8.260000,4,4,4
8.270000,4,4,4
8.280000,4,4,4
8.290000,4,4,4
8.300000,4,4,4
8.310000,4,4,4
8.320000,4,4,4
8.330000,4,4,4
8.340000,4,4,4
8.350000,4,4,4
8.360000,4,4,4
8.370000,4,4,4
8.380000,4,4,4
8.390000,4,4,4
8.400000,4,4,4
8.410000,4,4,4
8.420000,4,4,4
8.430000,4,4,4
8.440000,4,4,4
8.450000,4,4,4
8.460000,4,4,4
8.470000,4,4,4
8.480000,4,4,4
8.490000,4,4,4
8.500000,4,4,4
8.510000,4,4,4
8.520000,4,4,4
8.530000,4,4,4
8.540000,4,4,4
8.550000,4,4,4
8.560000,4,4,4
8.570000,4,4,4
8.580000,4,4,4
8.590000,4,4,4
8.600000,4,4,4
8.610000,4,4,4
8.620000,4,4,4
8.630000,4,4,4
8.640000,4,4,4
8.650000,4,4,4
8.660000,4,4,4
8.670000,4,4,4
8.680000,4,4,4
8.690000,4,4,4
8.700000,4,4,4
8.710000,4,4,4
8.720000,4,4,4
8.730000,4,4,4
8.740000,4,4,4
8.750000,4,4,4
8.760000,4,4,4
8.770000,4,4,4
8.780000,4,4,4
8.790000,4,4,4
8.800000,4,4,4
8.810000,4,4,4
8.820000,4,4,4
8.830000,4,4,4
8.840000,4,4,4
8.850000,4,4,4
8.860000,4,4,4
8.870000,4,4,4
8.880000,4,4,4
8.890000,4,4,4
8.900000,4,4,4
8.910000,4,4,4
8.920000,4,4,4
8.930000,4,4,4
8.940000,4,4,4
8.950000,4,4,4
8.960000,4,4,4
8.970000,4,4,4
8.980000,4,4,4
8.990000,4,4,4
9.000000,4,4,4
9.010000,4,4,4
9.020000,4,4,4
9.030000,4,4,4
9.040000,4,4,4
9.050000,4,4,4
9.060000,4,4,4
9.070000,4,4,4
9.080000,4,4,4
9.090000,4,4,4
9.100000,4,4,4
9.110000,4,4,4
9.120000,4,4,4
9.130000,4,4,4
9.140000,4,4,4
9.150000,4,4,4
9.160000,4,4,4
9.170000,4,4,4
9.180000,4,4,4
9.190000,4,4,4
9.200000,4,4,4
9.210000,4,4,4
9.220000,4,4,4
9.230000,4,4,4
9.240000,4,4,4
9.250000,4,4,4
9.260000,4,4,4
9.270000,4,4,4
9.280000,4,4,4
9.290000,4,4,4
9.300000,4,4,4
9.310000,4,4,4
9.320000,4,4,4
9.330000,4,4,4
9.340000,4,4,4
9.350000,4,4,4
9.360000,4,4,4
9.370000,4,4,4
9.380000,4,4,4
9.390000,4,4,4
9.400000,4,4,4
9.410000,4,4,4
9.420000,4,4,4
9.430000,4,4,4
9.440000,4,4,4
9.450000,4,4,4
9.460000,4,4,4
9.470000,4,4,4
9.480000,4,4,4
9.490000,4,4,4
9.500000,4,4,4
9.510000,4,4,4
9.520000,4,4,4
9.530000,4,4,4
9.540000,4,4,4
9.550000,4,4,4
9.560000,4,4,4
9.570000,4,4,4
9.580000,4,4,4
9.590000,4,4,4
9.600000,4,4,4
9.610000,4,4,4
9.620000,4,4,4
9.630000,4,4,4
9.640000,4,4,4
9.650000,4,4,4
9.660000,4,4,4
9.670000,4,4,4
9.680000,4,4,4
9.690000,4,4,4
9.700000,4,4,4
9.710000,4,4,4
9.720000,4,4,4
9.730000,4,4,4
9.740000,4,4,4
9.750000,4,4,4
9.760000,4,4,4
9.770000,4,4,4
9.780000,4,4,4
9.790000,4,4,4
9.800000,4,4,4
9.810000,4,4,4
9.820000,4,4,4
9.830000,4,4,4
9.840000,4,4,4
9.850000,4,4,4
9.860000,4,4,4
9.870000,4,4,4
9.880000,4,4,4
9.890000,4,4,4
9.900000,4,4,4
9.910000,4,4,4
9.920000,4,4,4
9.930000,4,4,4
9.940000,4,4,4
9.950000,4,4,4
9.960000,4,4,4
9.970000,4,4,4
9.980000,4,4,4
9.990000,4,4,4
10.000000,4,4,4
