time_ps,close_pairs,min_distance,mean_distance
6.040000,7,2.895270,4.566391
6.050000,7,2.902078,4.562111
6.060000,6,2.904819,4.713747
6.070000,6,2.867718,4.706355
6.080000,7,2.813731,4.700922
6.090000,6,2.766216,4.697811
6.100000,6,2.752723,4.889911
6.110000,7,2.765085,4.695712
6.120000,7,2.822511,4.694513
6.130000,6,2.890179,4.695448
6.140000,6,2.930508,4.696407
6.150000,7,2.957032,4.694451
6.160000,6,2.970830,4.691918
6.170000,6,2.925904,4.854916
6.180000,7,2.914639,4.876564
6.190000,7,2.840691,4.872837
6.200000,8,2.776255,4.494355
6.210000,8,2.709198,4.515039
6.220000,8,2.668907,4.514413
6.230000,8,2.665595,4.301830
6.240000,8,2.703339,4.299075
6.250000,7,2.784228,4.506847
6.260000,7,2.876713,4.506567
6.270000,7,2.940486,4.506617
6.280000,6,2.976637,4.669345
6.290000,6,3.004033,4.666672
6.300000,7,3.007552,4.663885
6.310000,7,2.974632,4.661464
6.320000,7,2.947436,4.660577
6.330000,8,2.946164,4.501248
6.340000,8,2.935584,4.505317
6.350000,7,2.902474,4.675957
6.360000,7,2.886164,4.682217
6.370000,6,2.893616,4.688455
6.380000,6,2.893353,4.692971
6.390000,8,2.880109,4.529275
6.400000,8,2.874076,4.523614
6.410000,8,2.880285,4.518090
6.420000,8,2.850448,4.512867
6.430000,8,2.813106,4.507379
6.440000,8,2.823623,4.504848
6.450000,8,2.865499,4.507761
6.460000,8,2.877948,4.513828
6.470000,8,2.881167,4.520622
6.480000,8,2.908747,4.529407
6.490000,8,2.924413,4.537783
6.500000,8,2.896879,4.540993
6.510000,8,2.874844,4.540084
6.520000,8,2.873022,4.538098
6.530000,8,2.852805,4.532981
6.540000,7,2.803159,4.522696
6.550000,8,2.770789,4.512183
6.560000,7,2.779212,4.662387
6.570000,8,2.790920,4.495134
6.580000,8,2.765820,4.494589
6.590000,7,2.735327,4.652363
6.600000,7,2.720984,4.655843
6.610000,7,2.717748,4.662025
6.620000,6,2.740804,4.668670
6.630000,6,2.795018,4.673960
6.640000,6,2.844952,4.679955
6.650000,6,2.857288,4.662216
6.660000,6,2.848900,4.668598
6.670000,6,2.855880,4.669004
6.680000,7,2.863530,4.669510
6.690000,7,2.837551,4.699900
6.700000,6,2.820009,4.873238
6.710000,7,2.840992,4.707041
6.720000,8,2.855829,4.741977
6.730000,8,2.881108,4.745976
6.740000,9,2.925548,4.552248
6.750000,8,2.951799,4.550066
6.760000,9,2.957601,4.550024
6.770000,8,2.970102,4.548183
6.780000,9,2.960432,4.541584
6.790000,9,2.959049,4.535881
6.800000,11,2.988366,4.535037
6.810000,11,2.983500,4.329517
6.820000,11,2.993548,4.524679
6.830000,9,3.044280,4.692380
6.840000,8,3.048793,4.894016
6.850000,7,3.001773,4.892136
6.860000,7,3.015358,4.891415
6.870000,7,3.043003,4.890357
6.880000,7,2.997455,4.863604
6.890000,7,2.926594,4.890087
6.900000,7,2.831373,4.863812
6.910000,7,2.745849,4.860027
6.920000,7,2.700915,4.857457
6.930000,6,2.681100,4.859041
6.940000,6,2.671920,4.669999
6.950000,7,2.715072,4.659722
6.960000,7,2.793959,4.650468
6.970000,6,2.834623,4.648659
6.980000,6,2.828128,4.650700
6.990000,7,2.825307,4.668237
7.000000,7,2.809832,4.667289
7.010000,8,2.774731,4.504351
7.020000,8,2.771541,4.507754
7.030000,8,2.824829,4.510002
7.040000,8,2.875492,4.424085
7.050000,9,2.895953,4.426080
7.060000,9,2.898546,4.429440
7.070000,9,2.873850,4.433094
7.080000,8,2.836895,4.519058
7.090000,8,2.831899,4.517297
7.100000,7,2.829595,4.514867
7.110000,7,2.784301,4.514507
7.120000,7,2.774178,4.514655
7.130000,8,2.825205,4.515527
7.140000,8,2.837522,4.520140
7.150000,8,2.807017,4.525446
7.160000,7,2.830038,4.526753
7.170000,7,2.878966,4.693050
7.180000,6,2.862464,4.689123
7.190000,6,2.835554,4.684631
7.200000,6,2.828912,4.652262
7.210000,6,2.816144,4.845184
7.220000,6,2.817798,4.847681
7.230000,7,2.838117,4.682153
7.240000,7,2.848695,4.491841
7.250000,7,2.869344,4.500473
7.260000,7,2.931583,4.674336
7.270000,7,3.000203,4.672526
7.280000,7,2.998503,4.668437
7.290000,9,2.997506,4.664289
7.300000,8,3.004409,4.659231
7.310000,8,3.021222,4.657042
7.320000,8,3.018310,4.494326
7.330000,8,2.988281,4.498332
7.340000,8,2.945725,4.537632
7.350000,8,2.902390,4.545455
7.360000,7,2.927257,4.549951
7.370000,8,2.993927,4.552175
7.380000,8,3.004596,4.556102
7.390000,6,2.988890,4.717186
7.400000,5,3.007056,4.711292
7.410000,8,3.001520,4.539201
7.420000,8,2.907850,4.730523
7.430000,8,2.857106,4.724751
7.440000,7,2.882206,4.717836
7.450000,7,2.870697,4.888646
7.460000,9,2.836475,4.887371
7.470000,9,2.869747,4.481146
7.480000,9,2.899405,4.473861
7.490000,9,2.836162,4.474084
7.500000,9,2.796730,4.474219
7.510000,10,2.832754,4.295915
7.520000,10,2.838556,4.291597
7.530000,10,2.783955,4.295274
7.540000,9,2.767966,4.302115
7.550000,8,2.774691,4.311434
7.560000,7,2.711500,4.532908
7.570000,8,2.701591,4.391608
7.580000,8,2.799475,4.390932
7.590000,8,2.871455,4.384647
7.600000,7,2.892492,4.549498
7.610000,9,2.963182,4.539957
7.620000,8,2.948033,4.681968
7.630000,8,2.928853,4.515886
7.640000,8,2.961670,4.510364
7.650000,7,2.959525,4.661938
7.660000,7,2.973616,4.659537
7.670000,7,2.876066,4.663328
7.680000,7,2.805180,4.665890
7.690000,7,2.769523,4.666532
7.700000,7,2.709924,4.672216
7.710000,7,2.666918,4.679459
7.720000,7,2.706879,4.657373
7.730000,8,2.767749,4.488188
7.740000,8,2.796231,4.484174
7.750000,7,2.857375,4.643618
7.760000,7,2.935168,4.640408
7.770000,8,2.962028,4.478799
7.780000,8,2.966551,4.481712
7.790000,8,2.971485,4.486596
7.800000,8,2.934688,4.487836
7.810000,8,2.866889,4.488036
7.820000,8,2.834893,4.687298
7.830000,9,2.848839,4.841953
7.840000,9,2.821913,4.832335
7.850000,7,2.781816,4.627966
7.860000,7,2.788085,4.740153
7.870000,7,2.790560,4.614823
7.880000,6,2.757160,4.609220
7.890000,6,2.776496,4.604028
7.900000,6,2.838152,4.600667
7.910000,8,2.873143,4.442406
7.920000,8,2.876017,4.440108
7.930000,8,2.897394,4.437725
7.940000,8,2.917397,4.436529
7.950000,8,2.894214,4.435905
7.960000,8,2.872873,4.436175
7.970000,8,2.860154,4.437860
7.980000,8,2.834263,4.440214
7.990000,8,2.801840,4.441659
8.000000,8,2.810768,4.443983
8.010000,8,2.854957,4.567913
8.020000,8,2.889642,4.567165
8.030000,8,2.909517,4.565694
8.040000,8,2.925880,4.565687
8.050000,8,2.935200,4.724056
8.060000,8,2.917072,4.725366
8.070000,8,2.882109,4.725688
8.080000,8,2.846537,4.724123
8.090000,8,2.808739,4.723276
8.100000,8,2.775891,4.723191
8.110000,9,2.790577,4.559572
8.120000,9,2.844601,4.453914
8.130000,9,2.882985,4.452117
8.140000,9,2.888333,4.447949
8.150000,8,2.879561,4.445862
8.160000,9,2.855278,4.447317
8.170000,8,2.833948,4.447132
8.180000,9,2.853006,4.443795
8.190000,9,2.899174,4.443779
